Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   9.781928e+03    33.04%
   2    0   7.294738e+03    24.64%
   3    3   1.724485e+03     5.82%
   4    5   1.424036e+03     4.81%
   5    2   9.292367e+02     3.14%
   6   23   6.878039e+02     2.32%
   7   13   5.890169e+02     1.99%
   8   40   5.412839e+02     1.83%
   9   12   5.297724e+02     1.79%
  10   14   4.882820e+02     1.65%
  11   32   4.665876e+02     1.58%
  12   21   4.606105e+02     1.56%
  13    6   4.105491e+02     1.39%
  14   22   3.822650e+02     1.29%
  15   16   3.347869e+02     1.13%
  16   24   3.322158e+02     1.12%
  17    4   2.788837e+02     0.94%
  18   11   2.502007e+02     0.85%
  19    7   2.395219e+02     0.81%
  20   27   2.249341e+02     0.76%
  21   15   1.897603e+02     0.64%
  22   31   1.833580e+02     0.62%
  23   30   1.759149e+02     0.59%
  24   41   1.609280e+02     0.54%
  25   17   1.546833e+02     0.52%
  26   28   1.490017e+02     0.50%
  27   20   1.423651e+02     0.48%
  28   35   1.271300e+02     0.43%
  29   42   1.169810e+02     0.40%
  30   19   1.098699e+02     0.37%
  31   29   1.072683e+02     0.36%
  32    9   9.206877e+01     0.31%
  33   38   8.285597e+01     0.28%
  34    8   7.406237e+01     0.25%
  35   10   6.660133e+01     0.22%
  36   37   6.142735e+01     0.21%
  37   26   5.212700e+01     0.18%
  38   34   5.077259e+01     0.17%
  39   36   4.019132e+01     0.14%
  40   25   3.197319e+01     0.11%
  41   18   2.961152e+01     0.10%
  42   39   2.286055e+01     0.08%
  43   33   1.513335e+01     0.05%
