Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   6.593415e+04    44.54%
   2    2   2.221183e+04    15.01%
   3    7   1.672269e+04    11.30%
   4    5   1.351441e+04     9.13%
   5    1   1.047344e+04     7.08%
   6    4   8.613303e+03     5.82%
   7    3   5.009953e+03     3.38%
   8    6   3.777593e+03     2.55%
   9    8   1.761004e+03     1.19%
