roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,out_dir
ROI_22,50.11262130737305,-86.58789825439453,100.19366455078125,26.17218589782715,513,55.34232878530489,498,528,31,7,0.4583333333333333,29.287570476531133,4.046994206394603,97.64882698968341,7.195869148031283,-1,24.839285714285715,-33.89765101450362,4.684021072215975,0.03014079305490578,AWE\01770\remap85_from_l7a\slice_003\cluster_007_global_00010\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\crest_relative_amplitude_evolution.csv,AWE\01770\remap85_from_l7a\slice_003\cluster_007_global_00010
