Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   2.126656e+05    53.50%
   2    0   5.126647e+04    12.90%
   3    2   3.838480e+04     9.66%
   4   10   3.263143e+04     8.21%
   5    4   3.148175e+04     7.92%
   6    5   9.585230e+03     2.41%
   7    8   7.783178e+03     1.96%
   8    7   6.184936e+03     1.56%
   9    3   2.895619e+03     0.73%
  10    6   2.781337e+03     0.70%
  11    9   1.836863e+03     0.46%
