cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       25             213       0   0.000  0.008     44     1.000          47.3        90.0        42.7      20.7      20.7
       26             198       1   0.010  0.173    616     1.189          12.9         6.0        18.8      29.3      24.7
       27             223       0   0.001  0.166   2024     3.084          50.0        90.0        40.0      16.0      49.4
       28             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       29             209       0   0.002  0.204   1348     1.542          63.6        89.7        26.1      20.7      32.0
       30             213       0   0.000  0.024    312     1.414          52.6        90.0        37.4      32.0      22.6
       31             213       0   0.001  0.043    244     1.189          56.2       100.0        43.8      29.3      24.7
       32             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       33             209       0   0.002  0.161    796     1.682          62.5        90.0        27.5      17.4      29.3
       34             214       0   0.002  0.270   3268     2.378          60.6        89.9        29.3      19.0      45.3
       35             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       36             215       0   0.000  0.029    572     5.657          50.4        92.3        41.9      16.0      90.5
       37             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       38             219       0   0.001  0.186   1256     2.828          70.0        90.0        20.0      19.0      53.8
       39             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       40             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       41             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       42             213       0   0.003  0.162    660     1.189          46.1        90.0        43.9      17.4      20.7
       43             213       0   0.005  0.336    680     1.189          54.9        99.1        44.2      17.4      20.7
       44             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       45             238       0   0.000  0.015     28     2.000          30.0        90.0       120.0      16.0      32.0
       46             246       0   0.002  0.313   1828     2.828          53.6        83.6        30.0      34.9      98.7
       47             198       1   0.087  0.211    908     1.000           1.4        20.2        18.7      22.6      22.6
       48             209       0   0.001  0.170    428     1.542          78.8       100.0        21.2      20.7      32.0
       49             214       0   0.000  0.018    200     2.378          60.0        90.0        30.0      19.0      45.3
       50             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       51             223       0   0.002  0.330   2384     2.594          50.6        90.6        40.0      17.4      45.3
       52             214       0   0.002  0.201   2264     1.542          65.0        90.0        25.0      26.9      41.5
       53             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       54             191       1   0.025  0.189   4112     1.000           6.6        37.3        30.6      32.0      32.0
       55             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       56             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       57             223       0   0.000  0.002     16     1.091          80.0       120.0        40.0      45.3      49.4
       58             245       0   0.019  0.037      8     2.000           0.0       170.0       170.0      26.9      53.8
       59             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       60             235       0   0.000  0.070    748     2.828          60.0        90.0        30.0      26.9      76.1
       61             233       1   0.272  0.630    456     1.091           1.1        28.9        30.0      20.7      19.0
       62             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       63             238       1   0.009  0.117    344     1.091          11.0       100.0       111.0      29.3      32.0
       64             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       65             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       66             221       1   0.088  0.311    512     1.091           2.2        27.8        30.0      22.6      24.7
       67             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       68             201       0   0.003  0.465   1376     1.682          84.1        95.9         0.0      19.0      32.0
       69             213       0   0.002  0.152    784     1.414          60.7       100.0        39.3      32.0      22.6
       70             194       0   0.001  0.053    164     1.414          64.6       105.4       170.0      24.7      34.9
       71             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       72             232       0   0.001  0.032     80     1.414          43.5        93.5        50.0      19.0      26.9
       73             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       74             214       0   0.000  0.007     76     2.828          60.0        90.0        30.0      16.0      45.3
       75             199       0   0.001  0.174   1160     2.594          73.0        93.0        20.0      19.0      49.4
       76             238       0   0.002  0.097    664     1.353          31.7        82.2       113.8      38.1      28.1
       77             226       0   0.002  0.081    160     1.297          40.0       100.0        60.0      17.4      22.6
       78             215       0   0.000  0.021    404     4.362          47.8        97.8        50.0      16.0      69.8
       79             232       1   0.005  0.055    180     1.091          10.0        40.0        50.0      24.7      26.9
       80             192       1   0.228  0.375    488     1.000           0.6       169.8       169.2      19.0      19.0
       81             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       82             194       0   0.003  0.199    468     1.682          40.3       129.7       170.0      20.7      34.9
       83             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       84             223       0   0.001  0.069    516     2.594          48.7        88.7        40.0      16.0      41.5
       85             213       0   0.001  0.049    256     1.475          53.6        90.0        36.4      34.9      23.7
       86             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       87             205       0   0.002  0.068    392     2.594           9.6         9.6         0.0      19.0      49.4
       88             221       0   0.002  0.197    256     1.297          64.8        94.8        30.0      19.0      24.7
       89             209       0   0.002  0.121    316     1.297          59.0        80.0        21.0      24.7      32.0
       90             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       91             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       92             223       0   0.002  0.229   1668     2.000          50.0        90.0        40.0      24.7      49.4
       93             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       94             226       0   0.002  0.130    172     1.297          40.0       100.0        60.0      16.0      20.7
       95             219       0   0.002  0.328   2344     2.594          73.6        96.6        23.0      20.7      53.8
       96             197       1   0.108  0.152   1200     1.091           0.3        10.2        10.5      32.0      34.9
       97             244       0   0.004  0.406   1060     1.297          84.8        95.2         0.0      22.6      29.3
       98             188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       99             209       0   0.000  0.003      8     2.000          70.0        90.0        20.0      16.0      32.0
