Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    3   1.169801e+03    18.98%
   2    2   1.157355e+03    18.78%
   3    1   1.110447e+03    18.02%
   4    4   5.426468e+02     8.80%
   5    6   4.912435e+02     7.97%
   6    8   3.940229e+02     6.39%
   7    0   3.650877e+02     5.92%
   8   11   2.732005e+02     4.43%
   9    9   2.596499e+02     4.21%
  10    7   2.139256e+02     3.47%
  11    5   1.704032e+02     2.76%
  12   10   1.606428e+01     0.26%
