slice,cluster_in_slice,global_cluster_index,status,point_source,selection_method,selected_y,selected_x,raw_peak_y,raw_peak_x,selected_global_x,latitude,longitude,amplitude_K,target_wavelength_km,target_dominant_angle_deg,target_bearing_deg,target_true_angle_deg,temperature_K,u_navgem_m_per_s,v_navgem_m_per_s,NN_or_N2_navgem,intrinsic_speed_c_minus_w_m_per_s,m2_1_per_m2,lambda_z_km,New_MF_m2_s2,New_MF_u_m2_s2,New_MF_v_m2_s2,MF_m2_s2,MFz_m2_s2,MFm_m2_s2,finite_pixels,phase_speed_m_per_s,phase_speed_error_m_per_s,phase_direction,phase_avg_wavelength_km,phase_avg_wavelength_error_km,phase_avg_angle_deg,phase_avg_angle_error_deg,phase_closest_frame,phase_closest_distance_km,phase_fit_sse,excluded_from_mf_sums_sse_gt_threshold,phase_summary_csv,phase_output_dir,plot_path,file,orbit_tag,orbit_id,version
3,0,0,ok,saved representative point,0,174,598,174,598,2398,48.537864685058594,-104.19178009033203,1.197218894958496,52.3443717956543,109.99999850756943,335.58892822265625,85.58892822265625,187.14999389648438,-14.445732116699219,-40.71495819091797,0.0003310104366391897,-134.20906060922965,1.837714381583526e-08,46.34905259793306,4.960672698192797,-0.3815338800394513,-4.945978721848432,0.8856893181800842,0.005239213816821575,0.8804501295089722,6096,175.9144634214518,32.18245707235041,1,52.24659563617119,9.558189750488072,83.71750634855803,10.322682027064857,567,47.47302850014835,2.0289600163045813,True,AWE\01771\remap85_from_l7a\slice_003\cluster_000_global_00000\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_003\cluster_000_global_00000,plots_l7a_cluster_debug\01771\slice_003\awe_l7a_tmp_2024075T0711_01771_v23_slice_003_cluster_000_global_00000_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
3,1,1,ok,saved representative point,0,198,598,198,598,2398,48.92564010620117,-103.92488861083984,0.8200217485427856,31.124149322509766,169.99999334703236,335.3710632324219,145.3710479736328,184.38999938964844,-14.8826265335083,-42.65007019042969,0.0003288574516773224,27.250559824751278,4.4285018430178366e-07,9.44172731484726,0.8267347510463869,-0.6802782043725463,0.4697998650951228,0.7198838591575623,0.4874197244644165,0.23246413469314575,960,-15.26041334227572,1.951647335892787,-1,35.37438253780206,4.52401372690855,138.3925806409346,8.220802876351444,566,94.7513779866102,0.3250716584369564,False,AWE\01771\remap85_from_l7a\slice_003\cluster_001_global_00001\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_003\cluster_001_global_00001,plots_l7a_cluster_debug\01771\slice_003\awe_l7a_tmp_2024075T0711_01771_v23_slice_003_cluster_001_global_00001_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,0,2,ok,saved representative point,0,156,62,156,62,2462,47.78568649291992,-102.83806610107422,3.8479695320129395,24.0,79.99999767274336,334.5733642578125,54.57334899902344,159.97999572753906,-11.659554481506348,-38.173118591308594,0.00038734637200832367,107.80329675895224,3.333000723721599e-08,34.41614037097149,97.05707944751978,56.260114493637495,79.08777521238645,27.308921813964844,9.175962448120117,18.132959365844727,12700,-69.93903262388046,9.479608160563558,-1,20.7718926892925,2.815443623687377,59.40473780765642,10.047243053707184,583,11.985882347445433,11.111967844427413,True,AWE\01771\remap85_from_l7a\slice_004\cluster_000_global_00002\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_000_global_00002,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_000_global_00002_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,1,3,ok,saved representative point,0,116,562,116,562,2962,42.8817253112793,-92.26087188720703,2.9584574699401855,28.540969848632812,130.00000134084985,327.0035705566406,97.00357055664062,189.3699951171875,9.111699104309082,-28.455408096313477,0.0006555367726832628,78.82347818272181,1.0550811626242996e-07,19.3435835542913,11.43466311708687,-1.3942424225192083,11.349343975248727,9.687763214111328,0.14403004944324493,9.543732643127441,17036,-49.46938804148908,9.480504955558716,-1,27.902496376635742,5.347342379681308,97.57179930427738,10.241877132619718,714,67.14596275403254,0.011682775922551363,False,AWE\01771\remap85_from_l7a\slice_004\cluster_001_global_00003\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_001_global_00003,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_001_global_00003_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,2,4,ok,saved representative point,0,152,60,152,60,2460,47.736778259277344,-102.93102264404297,2.8439102172851562,33.941123962402344,79.99999767274336,334.6356201171875,54.635623931884766,169.74000549316406,-11.598183631896973,-38.019229888916016,0.00038920919178053737,137.21380030562946,2.0672238296313024e-08,43.70047092623705,42.080805972185516,24.355290624113234,34.31638165488469,9.369599342346191,3.138624668121338,6.2309746742248535,12296,-99.49685312527835,17.46796875139738,-1,29.550565378207676,5.187986719165023,56.67501038399766,10.22541441623043,583,4.327433511471878,10.642745489450265,True,AWE\01771\remap85_from_l7a\slice_004\cluster_002_global_00004\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_002_global_00004,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_002_global_00004_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,3,5,ok,saved representative point,0,106,328,106,328,2728,44.86884307861328,-97.32759094238281,2.2728071212768555,52.3443717956543,149.99999734394112,330.5629577636719,120.56295013427734,192.72000122070312,6.958589553833008,-46.92536163330078,0.0006080860621295869,113.98531984259647,4.680230093077185e-08,29.043320405396187,5.750779413708804,-2.9241838742143407,4.951829211000899,3.0101318359375,0.7782896757125854,2.231842041015625,75644,-70.04091619693945,12.218816633217074,-1,50.23915981401605,8.764349681667554,121.08400424615914,9.375519794648751,653,86.87070329256409,0.001789734431767516,False,AWE\01771\remap85_from_l7a\slice_004\cluster_003_global_00005\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_003_global_00005,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_003_global_00005_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,4,6,ok,saved representative point,1,84,436,72,430,2836,43.58357620239258,-95.27738189697266,2.108827829360962,24.0,130.00000134084985,329.0957336425781,99.09573364257812,186.30999755859375,13.944747924804688,-41.25347137451172,0.0006990813417360187,92.98497671110036,8.085411685882524e-08,22.096770213992166,7.646165178763245,-1.2087406972191752,7.550019064069817,6.047593593597412,0.15113364160060883,5.896460056304932,15028,-50.04579452109421,8.560600708682069,-1,24.708323694985946,4.226490864172176,98.50456003929666,9.686289973059216,681,130.2759595174751,0.028444253316934853,False,AWE\01771\remap85_from_l7a\slice_004\cluster_004_global_00006\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_004_global_00006,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_004_global_00006_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,5,7,ok,saved representative point,0,134,554,134,554,2954,43.22686767578125,-92.18547821044922,2.0785365104675293,62.24829864501953,130.00000134084985,326.952880859375,96.95288848876953,180.91000366210938,7.620480060577393,-27.999256134033203,0.0006590210250578821,148.95697979954548,2.9701443321375346e-08,36.4578531524335,5.31616419821001,-0.6435380037194858,5.27706932113826,2.402406930923462,0.03520460054278374,2.3672022819519043,94324,-120.24114665493191,23.065961687266352,-1,59.36477183420639,11.38799479874179,99.49385688329232,9.302370005871246,712,31.837324711121347,0.221471806367236,False,AWE\01771\remap85_from_l7a\slice_004\cluster_005_global_00007\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_005_global_00007,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_005_global_00007_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,6,8,ok,saved representative point,1,75,598,64,598,2998,41.923484802246094,-92.07353973388672,0.8874037861824036,26.17218589782715,149.99999734394112,326.8638610839844,116.86385345458984,185.75999450683594,9.171592712402344,-28.191139221191406,0.0006255324115045369,79.11307851673297,9.994319945728132e-08,19.874821836680855,1.2554386861782039,-0.567297694055614,1.1199551870820714,0.9878297448158264,0.201703280210495,0.786126434803009,204,-49.81986300412042,8.583681446912392,-1,25.803159563550988,4.445738881278224,108.91999703966542,9.561970206249875,723,148.01602396240216,0.05137472019612613,False,AWE\01771\remap85_from_l7a\slice_004\cluster_006_global_00008\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_006_global_00008,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_006_global_00008_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
4,7,9,ok,saved representative point,0,106,372,106,372,2772,44.48104476928711,-96.37466430664062,2.0397791862487793,114.16387939453125,139.99999934239548,329.8756103515625,109.87561798095703,181.5500030517578,7.423195838928223,-46.55900573730469,0.0006704746629111469,429.6285244352777,3.6324208082727826e-09,104.25137481150593,7.790913708522515,-2.6487489764876426,7.326831871498057,1.2526477575302124,0.14478854835033417,1.1078592538833618,98388,-383.3191693300734,69.46174864729599,-1,113.84579329103182,20.63013934824691,108.2364794203018,11.120954478660186,664,86.84649964431146,12.666536991513551,True,AWE\01771\remap85_from_l7a\slice_004\cluster_007_global_00009\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_150x150\phase_speed_from_l7a_point_summary.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_007_global_00009,plots_l7a_cluster_debug\01771\slice_004\awe_l7a_tmp_2024075T0711_01771_v23_slice_004_cluster_007_global_00009_info.png,l7\2024\03_v23\awe_l7a_tmp_2024075T0711_01771_v23.nc,2024075T0711_01771,01771,v23
