Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 4008973
n_zero_after_scaled  = 21450084
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0038822422624944586
WPS_scaled min       = -0.8584706494436378
WPS_scaled median    = -5.91951820689975e-17
WPS_scaled max       = 114.69942213765273
