Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   4.449418e+03    10.25%
   2    5   2.815159e+03     6.48%
   3    3   2.710860e+03     6.24%
   4   10   2.554897e+03     5.88%
   5    8   2.357304e+03     5.43%
   6    6   2.106034e+03     4.85%
   7    4   1.845861e+03     4.25%
   8    7   1.728220e+03     3.98%
   9    0   1.684928e+03     3.88%
  10    2   1.667398e+03     3.84%
  11   16   1.370967e+03     3.16%
  12   22   1.231544e+03     2.84%
  13   14   9.908983e+02     2.28%
  14   25   7.970532e+02     1.84%
  15    9   7.300202e+02     1.68%
  16   17   6.474289e+02     1.49%
  17   13   6.344217e+02     1.46%
  18   11   5.350463e+02     1.23%
  19   30   5.341537e+02     1.23%
  20   32   5.234581e+02     1.21%
  21   20   5.102503e+02     1.18%
  22   12   5.026148e+02     1.16%
  23   28   4.416022e+02     1.02%
  24   15   4.102983e+02     0.94%
  25   31   4.094215e+02     0.94%
  26   19   4.076855e+02     0.94%
  27   43   4.007816e+02     0.92%
  28   18   3.645750e+02     0.84%
  29   37   3.528212e+02     0.81%
  30   27   3.172844e+02     0.73%
  31   41   2.939354e+02     0.68%
  32   34   2.890513e+02     0.67%
  33   40   2.679860e+02     0.62%
  34   29   2.480700e+02     0.57%
  35   44   2.383923e+02     0.55%
  36   23   2.361229e+02     0.54%
  37   45   2.269407e+02     0.52%
  38   24   2.235807e+02     0.51%
  39   50   1.971175e+02     0.45%
  40   60   1.911336e+02     0.44%
  41   57   1.851983e+02     0.43%
  42   73   1.748136e+02     0.40%
  43   56   1.676148e+02     0.39%
  44   21   1.565303e+02     0.36%
  45   58   1.551608e+02     0.36%
  46   26   1.544475e+02     0.36%
  47   64   1.478960e+02     0.34%
  48   35   1.468609e+02     0.34%
  49   51   1.409275e+02     0.32%
  50   54   1.248765e+02     0.29%
  51   84   1.164191e+02     0.27%
  52   66   1.138891e+02     0.26%
  53   48   1.077847e+02     0.25%
  54   61   1.043056e+02     0.24%
  55   36   9.078435e+01     0.21%
  56  131   8.428580e+01     0.19%
  57  145   8.316438e+01     0.19%
  58   52   8.019811e+01     0.18%
  59   39   7.877117e+01     0.18%
  60   38   7.644567e+01     0.18%
  61   62   7.490091e+01     0.17%
  62  175   7.427737e+01     0.17%
  63  137   6.829977e+01     0.16%
  64  113   6.658123e+01     0.15%
  65   49   6.256444e+01     0.14%
  66   65   6.103108e+01     0.14%
  67   53   6.062269e+01     0.14%
  68   33   5.995519e+01     0.14%
  69   59   5.970909e+01     0.14%
  70   70   5.778746e+01     0.13%
  71  100   5.474657e+01     0.13%
  72   87   5.286167e+01     0.12%
  73   47   5.194714e+01     0.12%
  74  108   5.107690e+01     0.12%
  75  115   4.648799e+01     0.11%
  76  163   4.616076e+01     0.11%
  77   83   4.595793e+01     0.11%
  78  169   4.342891e+01     0.10%
  79  162   4.194012e+01     0.10%
  80   69   4.070377e+01     0.09%
  81  129   3.928008e+01     0.09%
  82   95   3.683510e+01     0.08%
  83   42   3.483787e+01     0.08%
  84  166   3.480666e+01     0.08%
  85   46   3.181383e+01     0.07%
  86  159   3.180715e+01     0.07%
  87   63   3.074584e+01     0.07%
  88  119   3.031060e+01     0.07%
  89  182   3.016942e+01     0.07%
  90  142   3.015917e+01     0.07%
  91  121   2.987375e+01     0.07%
  92  103   2.903462e+01     0.07%
  93  152   2.860267e+01     0.07%
  94   72   2.843432e+01     0.07%
  95  112   2.752274e+01     0.06%
  96  157   2.720019e+01     0.06%
  97  168   2.643707e+01     0.06%
  98  111   2.616118e+01     0.06%
  99  124   2.595875e+01     0.06%
 100  104   2.576769e+01     0.06%
 101  127   2.516855e+01     0.06%
 102   74   2.510587e+01     0.06%
 103   67   2.493370e+01     0.06%
 104  117   2.488730e+01     0.06%
 105  151   2.408577e+01     0.06%
 106  158   2.286231e+01     0.05%
 107   93   2.193681e+01     0.05%
 108  133   2.129439e+01     0.05%
 109   81   2.036164e+01     0.05%
 110   92   2.008340e+01     0.05%
 111  160   1.850699e+01     0.04%
 112  114   1.818652e+01     0.04%
 113  165   1.783425e+01     0.04%
 114  126   1.746189e+01     0.04%
 115  101   1.733494e+01     0.04%
 116  128   1.645111e+01     0.04%
 117   80   1.537842e+01     0.04%
 118   55   1.521737e+01     0.04%
 119  139   1.516956e+01     0.03%
 120  153   1.510952e+01     0.03%
 121  147   1.432792e+01     0.03%
 122   91   1.359155e+01     0.03%
 123  118   1.285902e+01     0.03%
 124  172   1.257452e+01     0.03%
 125  116   1.252610e+01     0.03%
 126  155   1.219206e+01     0.03%
 127  125   1.186630e+01     0.03%
 128   86   1.126914e+01     0.03%
 129  107   1.114162e+01     0.03%
 130   76   1.077939e+01     0.02%
 131   82   1.003873e+01     0.02%
 132   79   9.948333e+00     0.02%
 133  178   9.432033e+00     0.02%
 134  102   9.357669e+00     0.02%
 135  106   9.321792e+00     0.02%
 136   71   8.920123e+00     0.02%
 137  138   8.891321e+00     0.02%
 138  134   8.646125e+00     0.02%
 139  164   8.307076e+00     0.02%
 140  148   7.573155e+00     0.02%
 141   96   7.571275e+00     0.02%
 142   99   7.208474e+00     0.02%
 143  136   7.207653e+00     0.02%
 144  149   7.183422e+00     0.02%
 145   78   6.127166e+00     0.01%
 146  141   5.878061e+00     0.01%
 147   90   5.329118e+00     0.01%
 148  132   5.308979e+00     0.01%
 149  179   5.307203e+00     0.01%
 150   68   5.264270e+00     0.01%
 151  123   5.116552e+00     0.01%
 152  150   4.477510e+00     0.01%
 153  135   4.407687e+00     0.01%
 154  181   4.402235e+00     0.01%
 155   85   4.204019e+00     0.01%
 156  105   4.156841e+00     0.01%
 157  120   4.153664e+00     0.01%
 158  146   3.946450e+00     0.01%
 159  122   3.942743e+00     0.01%
 160   75   3.758258e+00     0.01%
 161   89   3.676897e+00     0.01%
 162   98   3.496082e+00     0.01%
 163  174   3.319290e+00     0.01%
 164  154   3.220989e+00     0.01%
 165  177   3.144820e+00     0.01%
 166   77   2.930612e+00     0.01%
 167  161   2.886280e+00     0.01%
 168  156   2.786243e+00     0.01%
 169  144   2.639050e+00     0.01%
 170  109   2.473337e+00     0.01%
 171  140   2.277746e+00     0.01%
 172  143   1.762320e+00     0.00%
 173  173   1.697762e+00     0.00%
 174  170   1.632408e+00     0.00%
 175   97   1.570057e+00     0.00%
 176  110   1.347655e+00     0.00%
 177  167   1.182992e+00     0.00%
 178  171   1.054313e+00     0.00%
 179  176   9.665088e-01     0.00%
 180   88   8.440120e-01     0.00%
 181  130   7.488392e-01     0.00%
 182   94   6.857017e-01     0.00%
 183  180   2.812765e-01     0.00%
 184  183   1.597151e-01     0.00%
