cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       33        304       1   0.183  0.371   8088     1.091           0.9        80.9        81.7      38.1      34.9
       33        335       1   0.048  0.057    972     1.091           0.1        80.0        80.1      32.0      29.3
       33        323       0   0.037  0.279   6216     2.378           2.2        87.8        90.0      45.3     107.6
       33        327       0   0.031  0.205   4416     1.834           2.6        79.5        76.9      38.1      69.8
       33        303       0   0.018  0.407  12328     1.091          19.6        84.8       104.4      41.5      45.3
       33        305       0   0.016  0.344   6228     1.189          16.8        83.2       100.0      41.5      49.4
       33        322       1   0.011  0.109   2108     1.000           9.2        80.0        89.2      32.0      32.0
       33        301       0   0.009  0.294   8956     1.542          20.2        85.5        65.3      41.5      64.0
       33        318       0   0.008  0.266  12456     2.828          10.8        83.8        73.0      38.1     107.6
       33        313       0   0.006  0.112   2112     1.682          10.3        88.5        98.8      41.5      24.7
       33        342       0   0.006  0.042    720     2.000           2.6        90.0        92.6      45.3      22.6
       33        310       1   0.006  0.070   1452     1.091          10.0        80.0        90.0      32.0      34.9
       33        325       0   0.005  0.201   4552     1.542          26.9        79.7       106.6      38.1      58.7
       33        316       0   0.004  0.151   2604     1.414          25.0        87.8       112.9      45.3      32.0
       33        315       0   0.004  0.299   8312     2.000          37.2        87.2        50.0      41.5      83.0
       33        311       0   0.004  0.084   1616     1.189          17.2        79.3        96.5      38.1      32.0
       33        341       0   0.003  0.178   3668     1.542          35.8        85.8        50.0      45.3      69.8
       33        340       0   0.003  0.032    612     1.189           8.6        80.0        88.6      32.0      38.1
       33        308       0   0.003  0.139   3452     1.297          38.1        79.3       117.5      38.1      49.4
       33        339       0   0.002  0.110   2140     1.542          34.6        84.6        50.0      41.5      64.0
       33        326       0   0.002  0.073   1656     3.668          10.0        80.0        90.0      32.0     117.4
       33        324       0   0.002  0.056   1024     1.189          26.0        80.0       106.0      32.0      26.9
       33        306       0   0.001  0.022    452     1.542          10.0        80.0        90.0      32.0      49.4
       33        300       0   0.001  0.037    968     1.189          27.0        80.2       107.2      32.0      38.1
       33        307       0   0.001  0.058   1296     1.542          46.9        80.0       126.9      32.0      49.4
       33        312       0   0.001  0.014    268     1.682          10.0        80.0        90.0      32.0      53.8
       33        330       0   0.001  0.030    504     1.682          28.5        81.5       110.0      38.1      22.6
