cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       20             209       1   0.180  0.592  35852     1.000           2.3        94.9        97.1      45.3      45.3
       21             223       1   0.305  0.428  19276     1.000           0.4        94.3        93.9      41.5      41.5
       22             215       1   0.134  0.159   2840     1.189           0.0       110.0       110.0      41.5      34.9
       23             216       1   0.021  0.128   1276     1.189           4.0       105.7       101.6      38.1      45.3
       24             211       1   0.075  0.540  24220     1.091           5.6        88.5        82.8     117.4     107.6
       25             221       1   0.021  0.284   8164     1.189          10.3        89.7       100.0      29.3      24.7
       26             218       1   0.014  0.117   2032     1.000           7.4       117.4       110.0      41.5      41.5
       27             209       1   0.026  0.348  19160     1.189          10.2       111.7       101.5      53.8      45.3
       28             221       1   0.068  0.219   6064     1.000           2.2       102.2       100.0      24.7      24.7
       29             222       1   0.010  0.128   1908     1.189          10.0       110.0       120.0      38.1      32.0
       30             230       1   0.154  0.426   7244     1.091           1.5        80.3        81.8      38.1      34.9
       31             211       1   0.285  0.419  14804     1.091           0.3        69.9        70.3      83.0      90.5
       32             306       1   0.212  0.377   1732     1.000           0.8        81.6        82.4      29.3      29.3
       33             219       1   0.028  0.186   7184     1.091           5.2       110.0       104.8      26.9      29.3
       34             308       0   0.017  0.076    988     1.542           1.9        88.1        90.0      58.7      90.5
       35             219       1   0.006  0.067   2620     1.189           8.9        94.6       103.4      24.7      29.3
       36             247       1   0.065  0.065   1096     1.000           0.0       100.0       100.0      19.0      19.0
       37             293       0   0.011  0.242    752     1.682          12.4        90.5        78.1      26.9      45.3
       38             211       1   0.099  0.255   9864     1.189           1.2        96.4        97.5      83.0      98.7
       39             304       1   0.174  0.369   1664     1.091           0.9       130.9       130.0      45.3      49.4
       40             275       1   0.114  0.315   3088     1.000           1.8        91.8        90.0      49.4      49.4
       41             209       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       42             224       1   0.107  0.296   7252     1.091           1.5        78.0        79.5      64.0      58.7
       43             333       1   0.110  0.120    480     1.091           0.0        70.0        70.0      41.5      45.3
       44             271       1   0.032  0.479   1424     1.091          12.8       116.3       129.1      24.7      26.9
       45             216       1   0.029  0.403   4720     1.189          10.8        95.3       106.1      45.3      53.8
       46             247       0   0.052  0.088   1096     1.682           0.0       100.0       100.0      32.0      19.0
       47             221       1   0.055  0.055   1384     1.000           0.0       100.0       100.0      24.7      24.7
       48             219       1   0.048  0.052   2108     1.000           0.1       109.9       110.0      26.9      26.9
       49             270       0   0.173  0.258    988     1.414           0.0       110.8       110.8      29.3      20.7
