cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       71              47       1   0.110  0.110   1924     1.000           0.0        30.0        30.0      26.9      26.9
       72              94       0   0.022  0.149    556     1.682           3.0        23.0        20.0      38.1      64.0
       73              85       1   0.078  0.646   2900     1.091           6.6        28.1        34.7      19.0      17.4
       74             168       1   0.334  0.529    900     1.000           0.6        55.1        55.7      16.0      16.0
       75             157       1   0.064  0.398    732     1.000           5.2         4.8         9.9      16.0      16.0
       76             145       1   0.318  0.347   1512     1.091           0.0        60.0        60.0      24.7      26.9
       77              73       1   0.030  0.214   1752     1.000           6.2       153.0       159.2      22.6      22.6
       78             111       1   0.057  0.655   6664     1.091           9.6       129.6       120.0      64.0      58.7
       79             114       1   0.135  0.215   2076     1.189           0.3       170.0       169.7      38.1      32.0
       80              98       1   0.119  0.578   1556     1.091           3.5         6.3         2.8      19.0      17.4
       81              74       1   0.311  0.339   6392     1.091           0.0       170.0       170.0      69.8      64.0
       82              99       0   0.068  0.088     44     1.297           0.0        90.0        90.0      32.0      24.7
       83             126       1   0.057  0.229    500     1.091           2.7        10.0        12.7      20.7      22.6
       84             178       1   0.181  0.206    836     1.000           0.1        20.1        20.0      29.3      29.3
       85              82       1   0.322  0.393   3076     1.000           0.2         1.8         1.6      20.7      20.7
       86             100       1   0.247  0.294   2804     1.189           0.0       160.0       160.0      76.1      90.5
       87              96       1   0.296  0.352    952     1.189           0.0       170.0       170.0      29.3      24.7
       88              57       1   0.090  0.197   3440     1.189           0.8        20.0        20.8      38.1      32.0
       89             119       1   0.028  0.214   1448     1.189           5.5        50.0        44.5      38.1      32.0
       90              92       1   0.015  0.194    520     1.189          10.0       170.0       160.0      24.7      20.7
       91              95       0   0.058  0.212   3160     3.668           0.0       130.0       130.0     117.4      32.0
       92              47       0   0.065  0.142   1716     2.181           0.0        30.0        30.0      53.8      24.7
       93             148       1   0.272  0.272   5676     1.000           0.0         0.0         0.0     117.4     117.4
       94             189       1   0.424  0.424   1056     1.000           0.0        30.0        30.0      26.9      26.9
       95              55       1   0.042  0.204   1916     1.091           3.4        89.5        92.9      32.0      34.9
       96             124       1   0.295  0.295   1288     1.000           0.0       170.0       170.0      58.7      58.7
       97             161       1   0.112  0.301   1228     1.189           1.3       101.1        99.8      32.0      26.9
       98              58       1   0.037  0.519   9036     1.189          10.9        59.1        70.0      83.0      69.8
       99             137       1   0.176  0.568   2868     1.091           2.0        48.2        46.3      22.6      20.7
      100              96       1   0.563  0.563   1348     1.000           0.0       170.0       170.0      24.7      24.7
      101             288       1   0.106  0.106    428     1.000           0.0       140.0       140.0      58.7      58.7
      102             102       1   0.202  0.397   2720     1.091           0.8        79.5        78.7      22.6      24.7
      103              87       1   0.220  0.562   1308     1.091           1.3         4.1         5.5      17.4      19.0
      104             104       1   0.410  0.410   2540     1.000           0.0        90.0        90.0      38.1      38.1
      105             294       0   0.014  0.320    752     1.000          22.1       165.2         7.3      22.6      22.6
      106              42       1   0.058  0.096   2672     1.091           0.5        70.0        69.5      45.3      49.4
      107              83       1   0.330  0.330   2032     1.000           0.0       170.0       170.0      20.7      20.7
      108             397       1   0.344  0.376    556     1.091           0.0        20.0        20.0      58.7      53.8
      109              81       1   0.100  0.200    980     1.189           0.7        50.7        50.0      22.6      26.9
      110             193       1   0.157  0.187    184     1.189           0.0        20.0        20.0      26.9      32.0
      111              80       1   0.047  0.491   5572     1.091           8.6        68.6        60.0     117.4     107.6
      112             120       1   0.367  0.595    612     1.189           0.4        19.6        20.0      22.6      19.0
      113             267       1   0.207  0.394   1924     1.189           0.6        49.4        50.0      34.9      41.5
      114             134       1   0.097  0.714   2208     1.091           5.7        25.7        20.0      29.3      26.9
      115             243       1   0.076  0.091    148     1.189           0.0        30.0        30.0      69.8      83.0
      116             182       1   0.207  0.225    852     1.091           0.0        50.0        50.0      29.3      26.9
      117             162       0   0.001  0.074    516     1.682          30.0         0.0       150.0      49.4      83.0
      118             142       1   0.181  0.495   1824     1.000           1.7       151.7       150.0      32.0      32.0
      119             102       1   0.042  0.306   1780     1.000           6.3        70.0        76.3      24.7      24.7
      120             226       1   0.021  0.265    492     1.091          10.7        10.7         0.0      20.7      22.6
      121              80       1   0.495  0.495   5624     1.000           0.0        60.0        60.0     107.6     107.6
      122              51       1   0.005  0.058   2328     1.189           9.8        10.0         0.2      49.4      41.5
      123             127       1   0.581  0.581   7188     1.000           0.0       170.0       170.0     117.4     117.4
      124             165       1   0.021  0.314   1376     1.189          11.4       111.4       100.0      90.5      76.1
      125             326       1   0.035  0.445   1304     1.091          10.8         0.2       169.4      38.1      41.5
      126             102       1   0.072  0.174   1172     1.189           1.0        80.6        79.6      19.0      22.6
      127             218       1   0.103  0.113    856     1.091           0.0        40.0        40.0     117.4     107.6
      128              69       1   0.055  0.142    652     1.189           1.2       164.7       165.8      24.7      20.7
      129             328       1   0.105  0.403    628     1.091           2.5         2.5         0.0      24.7      26.9
      130             198       1   0.741  0.741   1564     1.000           0.0       110.0       110.0      58.7      58.7
      131             284       0   0.012  0.296   1480     2.000          11.9       170.0         1.9      49.4      24.7
      132             118       1   0.173  0.196    988     1.091           0.0       140.0       140.0      24.7      22.6
      133             294       0   0.005  0.175    396     1.297          26.8       160.0         6.8      29.3      22.6
      134             329       1   0.256  0.304    560     1.189           0.0       170.0       170.0      34.9      29.3
      135             163       1   0.121  0.506    548     1.091           2.8       167.2       170.0      17.4      16.0
      136             172       1   0.049  0.641    100     1.189          10.0       170.0         0.0      19.0      16.0
      137             251       1   0.010  0.109   1148     1.091           8.5        20.0        11.5      34.9      32.0
      138             158       1   0.533  0.592   2128     1.091           0.0       170.0       170.0      29.3      26.9
      139             109       1   0.121  0.121    948     1.000           0.0        90.0        90.0      45.3      45.3
      140             150       1   0.304  0.589    636     1.000           0.9        79.1        80.0      24.7      24.7
      141             294       0   0.001  0.016     28     1.414           7.2        17.2        10.0      32.0      22.6
      142             111       0   0.021  0.300   2476     1.297          10.0       130.0       120.0      76.1      58.7
      143             137       1   0.005  0.073    324     1.189          12.2        62.2        50.0      24.7      20.7
      144             119       1   0.083  0.342   1904     1.091           2.8        40.0        42.8      38.1      34.9
      145              54       1   0.108  0.118   1072     1.091           0.0       120.0       120.0      29.3      26.9
      146              55       1   0.057  0.157   1480     1.000           1.8        90.0        91.8      34.9      34.9
      147              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      148             393       0   0.025  0.684    832     1.189          22.1       170.0        12.1      26.9      22.6
      149             239       1   0.662  0.662    744     1.000           0.0       150.0       150.0      24.7      24.7
      150             146       1   0.452  0.649   2620     1.000           0.4         0.0         0.4      26.9      26.9
      151             180       1   0.123  0.259    680     1.091           0.9        84.3        83.4      17.4      16.0
      152             251       1   0.120  0.188   1396     1.000           0.6        12.8        12.2      32.0      32.0
      153             284       1   0.299  0.698   1304     1.091           1.1         3.3         2.1      22.6      24.7
      154             251       1   0.078  0.212   1492     1.000           1.7        10.0        11.7      34.9      34.9
      155              65       0   0.017  0.022    156     1.297           0.0        70.0        70.0      29.3      38.1
      156             171       0   0.013  0.325    360     1.189          19.6        40.1        20.5      22.6      19.0
      157             272       1   0.550  0.560   2084     1.000           0.0         6.1         6.1      38.1      38.1
      158             175       1   0.286  0.593   1060     1.091           0.9        25.7        24.8      17.4      19.0
      159             203       1   0.163  0.514    604     1.091           1.9        41.6        39.7      22.6      20.7
      160             115       0   0.074  0.081     32     1.091           0.0       150.0       150.0      17.4      19.0
      161             195       1   0.132  0.231   1340     1.189           0.5        19.5        20.0      58.7      69.8
      162             129       1   0.007  0.089    460     1.091          10.0        20.0        10.0      24.7      22.6
      163             242       1   0.111  0.468   2392     1.000           3.2        27.0        30.2      32.0      32.0
      164              98       1   0.039  0.125    268     1.000           2.2         0.0         2.2      16.0      16.0
      165             397       1   0.241  0.287    484     1.189           0.0        20.0        20.0      45.3      53.8
      166              68       1   0.017  0.192   2948     1.000          10.0        10.0         0.0      58.7      58.7
      167              65       1   0.179  0.179   1112     1.000           0.0        80.0        80.0      34.9      34.9
      168             199       1   0.287  0.557    292     1.000           0.9         0.0         0.9      16.0      16.0
      169             172       1   0.764  0.833    100     1.091           0.0         0.0         0.0      17.4      16.0
      170             116       1   0.163  0.277    820     1.000           0.7        60.7        60.0      20.7      20.7
      171              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      172              89       1   0.231  0.252   1140     1.091           0.0       150.0       150.0      32.0      29.3
      173             346       1   0.273  0.297    332     1.091           0.0       110.0       110.0      26.9      24.7
      174              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      175             304       0   0.001  0.035    172     1.189          20.0        20.0         0.0      38.1      32.0
      176              80       1   0.053  0.259   2944     1.000           3.9        63.9        60.0      90.5      90.5
      177             124       1   0.141  0.154    584     1.091           0.0       170.0       170.0      53.8      58.7
      178              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      179             380       1   0.445  0.485    256     1.091           0.0       150.0       150.0      16.0      17.4
      180             175       1   0.101  0.511    716     1.000           4.1        40.0        35.9      19.0      19.0
      181              93       1   0.110  0.254   1992     1.189           0.9        23.2        22.3      34.9      29.3
      182              60       1   0.015  0.178    856     1.091          10.0       130.0       140.0      38.1      34.9
      183              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      184              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      185              81       1   0.225  0.225   1080     1.000           0.0        50.0        50.0      26.9      26.9
      186              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      187             393       0   0.016  0.587    672     1.542          22.7       170.0        12.7      38.1      24.7
      188              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      189              70       1   0.045  0.054    692     1.189           0.0        10.0        10.0      34.9      29.3
      190             108       1   0.136  0.560    204     1.000           3.1        43.1        40.0      20.7      20.7
      191             122       1   0.049  0.054    484     1.091           0.0        60.0        60.0      34.9      38.1
      192             187       0   0.121  0.263   1288     1.834           0.2        60.0        59.8      64.0      34.9
      193              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      194             344       0   0.124  0.270    260     2.181           0.0        20.0        20.0      20.7      45.3
      195             235       1   0.015  0.176    276     1.091          10.0       160.0       170.0      29.3      32.0
      196             385       1   0.574  0.574    760     1.000           0.0        30.0        30.0      32.0      32.0
      197             395       1   0.034  0.442    596     1.189          10.0       160.0       170.0      26.9      32.0
      198             347       1   0.360  0.360    340     1.000           0.0        50.0        50.0      20.7      20.7
      199             265       0   0.036  0.534    344     1.297          10.3       150.3       140.0      16.0      20.7
      200             306       1   0.346  0.377    416     1.091           0.0       150.0       150.0      26.9      24.7
      201             368       0   0.002  0.086    304     1.414          35.0       155.0       120.0      45.3      64.0
      202             120       1   0.037  0.521    488     1.189          10.8        30.8        20.0      16.0      19.0
      203              96       1   0.499  0.594   1188     1.189           0.0       170.0       170.0      19.0      22.6
      204             284       0   0.003  0.328    628     1.297          81.4        81.4         0.1      29.3      22.6
      205             202       0   0.007  0.209    892     4.000           7.0        37.0        30.0      24.7      98.7
      206             328       0   0.014  0.215    316     1.414          10.0        10.0         0.0      38.1      26.9
      207             267       1   0.011  0.135    400     1.091          10.0        40.0        50.0      38.1      41.5
      208              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      209             243       0   0.004  0.049     44     1.000          10.0        40.0        30.0      83.0      83.0
      210             237       1   0.647  0.647   1416     1.000           0.0        70.0        70.0      45.3      45.3
      211              66       1   0.088  0.088    744     1.000           0.0         0.0         0.0      32.0      32.0
      212             415       1   0.034  0.376    200     1.000          10.0       160.0       170.0      17.4      17.4
      213             135       1   0.272  0.272    812     1.000           0.0        60.0        60.0      32.0      32.0
      214             202       0   0.018  0.328   1432     1.682          10.0        40.0        30.0      58.7      98.7
      215             122       1   0.153  0.166   1424     1.091           0.0        60.0        60.0      41.5      38.1
      216             415       1   0.027  0.327    136     1.091          10.0         0.0       170.0      16.0      17.4
      217              49       0   0.154  0.367   3404     2.378           0.0       150.0       150.0      90.5      38.1
      218             304       1   0.052  0.248    944     1.091           3.4         3.5         0.2      29.3      32.0
      219             387       1   0.171  0.186     64     1.091           0.0       120.0       120.0      32.0      29.3
      220             134       1   0.180  0.259    752     1.189           0.2        20.2        20.0      20.7      24.7
      221             133       1   0.393  0.429   2660     1.091           0.0        50.0        50.0     107.6     117.4
      222              92       1   0.024  0.285    852     1.091          10.0       150.0       160.0      22.6      20.7
      223             188       1   0.396  0.432   2060     1.091           0.0        29.5        29.5      29.3      26.9
      224             336       1   0.433  0.473    172     1.091           0.0        70.0        70.0      17.4      16.0
      225             284       0   0.001  0.157    332     1.414          87.6        92.8         5.2      16.0      22.6
      226             370       1   0.333  0.333    264     1.000           0.0       160.0       160.0      17.4      17.4
      227             100       1   0.370  0.370   3284     1.000           0.0       160.0       160.0      90.5      90.5
      228             167       1   0.059  0.389    764     1.091           5.1       164.9       170.0      22.6      20.7
      229             209       0   0.014  0.599   1448     1.414          30.0        50.0        20.0      58.7      83.0
      230              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      231             117       1   0.116  0.261    488     1.189           0.9       100.8       101.7      26.9      22.6
      232             289       1   0.481  0.525    684     1.091           0.0        10.0        10.0      26.9      29.3
      233             114       1   0.178  0.178   1276     1.000           0.0       170.0       170.0      32.0      32.0
      234             295       0   0.041  0.053    228     1.297           0.0        20.0        20.0      45.3      34.9
      235              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      236             415       1   0.460  0.547    164     1.189           0.0       170.0       170.0      20.7      17.4
      237             283       1   0.591  0.591    728     1.000           0.0        50.0        50.0      29.3      29.3
      238             342       0   0.004  0.143    132     1.189          30.0        40.0        10.0      22.6      26.9
      239             284       0   0.009  0.382    908     1.682          23.1       160.0         3.1      45.3      26.9
      240              99       1   0.106  0.738    372     1.091           5.4        95.4        90.0      22.6      24.7
      241              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      242             386       1   0.168  0.272    164     1.091           0.5        40.5        40.0      17.4      16.0
      243              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      244              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      245             217       0   0.143  0.262    584     1.834           0.0       100.0       100.0      34.9      64.0
      246             215       0   0.000  0.019     48     2.181          40.0       170.0        30.0      38.1      83.0
      247              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      248             393       1   0.012  0.131    156     1.000          10.0         0.0        10.0      20.7      20.7
      249             393       0   0.006  0.181    260     1.000          30.2        40.2        10.0      22.6      22.6
      250              56       1   0.011  0.132    788     1.091          10.0        10.0         0.0      49.4      45.3
      251              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      252              77       1   0.062  0.093    608     1.000           0.5       110.6       110.1      20.7      20.7
      253              95       1   0.097  0.144    632     1.189           0.2       130.2       130.0      34.9      29.3
      254             360       1   0.508  0.554    516     1.091           0.0       140.0       140.0      34.9      32.0
      255             294       0   0.004  0.036     56     1.755           4.3         0.0         4.3      38.1      21.7
      256              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      257              82       0   0.000  0.000      4     5.187           0.0        10.0        10.0     117.4      22.6
      258             306       1   0.039  0.464    496     1.091          10.0       140.0       150.0      20.7      22.6
      259             235       0   0.018  0.663    536     1.189          30.0        20.0       170.0      26.9      32.0
      260             237       1   0.186  0.221    656     1.189           0.0        70.0        70.0      38.1      45.3
      261             367       1   0.047  0.551    260     1.091           9.8        59.8        50.0      16.0      17.4
      262             359       1   0.152  0.630    612     1.091           2.8       150.1       152.9      26.9      24.7
      263             374       0   0.012  0.272    364     1.091          20.0       170.0        10.0      49.4      53.8
      264             125       1   0.119  0.152    504     1.189           0.1       150.0       149.9      29.3      24.7
      265             344       1   0.081  0.081    112     1.000           0.0        20.0        20.0      45.3      45.3
      266             127       0   0.003  0.032    440     1.091          10.0         0.0       170.0     107.6     117.4
      267              48       0   0.009  0.010    172     1.189           0.0       170.0       170.0      20.7      24.7
      268             395       1   0.367  0.367    360     1.000           0.0       170.0       170.0      32.0      32.0
      269              65       1   0.007  0.089    652     1.091          10.0        80.0        70.0      34.9      38.1
      270             114       1   0.006  0.071    504     1.091           9.6       160.0       169.6      29.3      32.0
      271             117       1   0.010  0.061    160     1.091           4.5       105.5       110.0      26.9      24.7
      272              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      273              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      274             291       0   0.023  0.030     88     1.297           0.0       110.0       110.0      49.4      38.1
      275             114       1   0.058  0.069    508     1.189           0.0       170.0       170.0      38.1      32.0
      276              97       0   0.038  0.192    664     4.757           0.1       160.0       160.1      98.7      20.7
      277              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      278             178       1   0.174  0.190    412     1.091           0.0        20.0        20.0      32.0      29.3
      279             148       0   0.001  0.011     64     1.091          10.0        10.0         0.0     117.4     107.6
      280              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      281             228       1   0.569  0.649    872     1.091           0.0         5.4         5.4      20.7      19.0
      282             108       1   0.023  0.298    100     1.189          10.0        50.0        40.0      17.4      20.7
      283             337       1   0.071  0.681    308     1.000           8.5       150.9       142.4      17.4      17.4
      284             187       1   0.021  0.137    528     1.000           5.5        50.0        55.5      34.9      34.9
      285             120       1   0.013  0.138    124     1.000          10.0        10.0        20.0      19.0      19.0
      286             296       1   0.335  0.365    804     1.091           0.0         0.0         0.0      49.4      45.3
      287             415       0   0.061  0.112     72     1.834           0.0       170.0       170.0      32.0      17.4
      288             104       1   0.061  0.072    444     1.189           0.0        90.0        90.0      32.0      38.1
      289              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      290             128       1   0.021  0.243    800     1.091           9.9        90.0        99.9      20.7      22.6
      291              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      292             231       1   0.247  0.269    464     1.091           0.0       170.0       170.0      98.7      90.5
      293             121       0   0.043  0.085    480     2.000           0.0        60.0        60.0      69.8      34.9
      294             386       0   0.020  0.110    204     5.657           0.0        40.0        40.0      90.5      16.0
      295              87       1   0.077  0.092    204     1.189           0.0         0.0         0.0      22.6      19.0
      296             267       0   0.044  0.081    192     1.834           0.0        50.0        50.0      20.7      38.1
      297             239       0   0.026  0.031     32     1.189           0.0       150.0       150.0      29.3      24.7
      298             293       1   0.094  0.237    336     1.000           1.5       170.0       168.5      16.0      16.0
      299             151       0   0.092  0.154    452     1.682           0.0       150.0       150.0      24.7      41.5
      300             200       1   0.021  0.235    516     1.000          10.0       160.0       170.0      90.5      90.5
      301              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      302             272       0   0.004  0.198    440     2.378          19.2        20.0         0.8      16.0      38.1
      303             212       1   0.106  0.690    740     1.091           5.0        70.0        65.0      90.5      83.0
      304             148       1   0.004  0.053    324     1.091          10.0        10.0         0.0      98.7     107.6
      305             294       0   0.012  0.614    484     1.297          39.0       150.0         9.0      29.3      22.6
      306              65       0   0.010  0.030    184     3.084           0.0        80.0        80.0     107.6      34.9
      307              71       0   0.000  0.007    112     1.414          30.0       160.0        10.0      53.8      76.1
      308             117       1   0.056  0.067    168     1.189           0.0       110.0       110.0      29.3      24.7
      309              38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
