cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       22              40       1   0.188  0.543  18996     1.000           1.9         6.9         5.0      24.7      24.7
       23              39       1   0.102  0.650  53068     1.189           4.4         6.8         2.4      98.7      83.0
       24              38       1   0.078  0.696  29976     1.091           7.2       149.7       156.9      53.8      58.7
       25              48       1   0.176  0.627  12460     1.091           2.3       168.3       166.0      22.6      24.7
       26              52       1   0.582  0.582  24016     1.000           0.0       170.0       170.0     117.4     117.4
       27              58       1   0.183  0.547  13388     1.091           1.7        71.7        70.0      64.0      69.8
       28              44       1   0.061  0.454   8996     1.000           6.5        98.0        91.5      45.3      45.3
       29              39       1   0.132  0.255  13920     1.000           0.9         0.0         0.9      83.0      83.0
       30              76       1   0.068  0.542  14972     1.189           5.7        28.8        34.5      45.3      38.1
       31              47       1   0.227  0.511   6304     1.000           1.3        32.8        31.6      24.7      24.7
       32              51       1   0.232  0.663  30560     1.000           1.9         5.2         3.4      41.5      41.5
       33              67       1   0.004  0.055    336     1.189          10.0       110.0       120.0      38.1      32.0
       34              97       1   0.167  0.285   2616     1.000           0.7       162.4       161.7      20.7      20.7
       35              39       1   0.020  0.218  11900     1.091           8.9        10.0         1.1      90.5      83.0
       36              45       1   0.065  0.364   8188     1.189           3.7       163.7       160.0      34.9      41.5
       37              39       1   0.083  0.374  22196     1.189           2.8         6.0         3.2      69.8      83.0
       38              41       1   0.030  0.390  11944     1.000          11.8        49.6        61.5      64.0      64.0
       39              53       1   0.029  0.079   1460     1.000           1.7         0.0         1.7      45.3      45.3
       40              76       1   0.126  0.462   7724     1.091           2.4        38.1        35.8      41.5      38.1
       41              66       1   0.549  0.549   4636     1.000           0.0         0.0         0.0      32.0      32.0
       42              42       1   0.152  0.350   9820     1.189           0.9        67.7        68.7      53.8      45.3
       43             170       1   0.057  0.068   1704     1.189           0.0        10.0        10.0      76.1      90.5
       44              66       1   0.162  0.193   1644     1.189           0.0         0.0         0.0      26.9      32.0
       45              45       1   0.174  0.190   4096     1.091           0.0       160.0       160.0      38.1      41.5
       46              40       1   0.073  0.088   3044     1.189           0.0         0.0         0.0      32.0      26.9
       47              70       1   0.035  0.138   3300     1.000           3.0        10.1        13.0      29.3      29.3
       48             101       1   0.136  0.195   2872     1.091           0.3        30.4        30.7      29.3      32.0
       49             159       1   0.070  0.364   8552     1.091           3.7        83.7        80.0      76.1      83.0
       50             304       1   0.073  0.185   1280     1.091           1.3         0.0         1.3      34.9      32.0
       51             138       1   0.319  0.429   1932     1.000           0.3        90.3        90.0      58.7      58.7
       52             393       1   0.048  0.238    712     1.189           3.1        10.0        13.1      26.9      22.6
       53             112       1   0.055  0.541   1472     1.091           8.0        69.0        77.0      29.3      26.9
       54             100       1   0.056  0.671   7700     1.091          10.0       170.0       160.0      83.0      90.5
       55             347       1   0.086  0.094    340     1.091           0.0        50.0        50.0      19.0      20.7
       56              61       1   0.121  0.206   5928     1.000           0.7       168.2       168.9      49.4      49.4
       57             393       1   0.106  0.279   1028     1.000           1.6        10.5        12.2      22.6      22.6
       58             114       1   0.017  0.185   1688     1.000          10.0         0.0       170.0      32.0      32.0
       59              71       1   0.004  0.067   1880     1.189          13.1       166.9         0.0      64.0      76.1
       60              92       1   0.516  0.644   2088     1.091           0.1       165.2       165.4      22.6      20.7
       61              48       1   0.049  0.236   4548     1.189           3.0       162.4       165.4      29.3      24.7
       62              73       1   0.072  0.353   3440     1.000           3.9       157.5       161.4      20.7      20.7
       63              77       1   0.266  0.398   2596     1.189           0.3       105.8       106.1      29.3      24.7
       64              71       1   0.136  0.460   8288     1.000           2.4         0.2         2.6      76.1      76.1
       65              64       1   0.079  0.581   4084     1.091           5.8        30.7        36.4      29.3      26.9
       66             292       1   0.090  0.107    628     1.189           0.0       160.0       160.0      22.6      19.0
       67             165       1   0.132  0.190   1376     1.189           0.2       100.2       100.0      64.0      76.1
       68             225       1   0.084  0.203    612     1.189           1.0       129.0       130.0      22.6      26.9
       69             294       1   0.035  0.289    784     1.000           7.2         0.2         7.4      22.6      22.6
       70              62       1   0.040  0.549   5896     1.189          10.5         0.0       169.5      49.4      41.5
