Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   9.175722e+04    62.76%
   2    2   1.389108e+04     9.50%
   3    1   1.252140e+04     8.56%
   4    4   5.259184e+03     3.60%
   5    5   4.535793e+03     3.10%
   6    3   3.328751e+03     2.28%
   7   12   1.318317e+03     0.90%
   8   13   1.174695e+03     0.80%
   9    7   1.062489e+03     0.73%
  10   19   1.004680e+03     0.69%
  11   17   9.790454e+02     0.67%
  12    9   8.680614e+02     0.59%
  13   11   8.197526e+02     0.56%
  14   22   8.175117e+02     0.56%
  15   18   5.283444e+02     0.36%
  16   26   5.166928e+02     0.35%
  17   10   4.505570e+02     0.31%
  18   20   4.480453e+02     0.31%
  19    6   4.321786e+02     0.30%
  20   30   3.525783e+02     0.24%
  21   31   2.879612e+02     0.20%
  22   25   2.781885e+02     0.19%
  23   44   2.766256e+02     0.19%
  24    8   2.453688e+02     0.17%
  25   35   2.080638e+02     0.14%
  26   37   2.077288e+02     0.14%
  27   16   1.965733e+02     0.13%
  28   15   1.958607e+02     0.13%
  29   27   1.631854e+02     0.11%
  30   14   1.606971e+02     0.11%
  31   63   1.553132e+02     0.11%
  32   52   1.441912e+02     0.10%
  33   49   1.415258e+02     0.10%
  34   23   1.370779e+02     0.09%
  35   58   1.352699e+02     0.09%
  36   21   1.049232e+02     0.07%
  37   36   9.495962e+01     0.06%
  38   42   8.114329e+01     0.06%
  39   33   7.807904e+01     0.05%
  40   51   7.730309e+01     0.05%
  41   29   7.509970e+01     0.05%
  42   41   6.129357e+01     0.04%
  43   24   6.000452e+01     0.04%
  44   69   5.516996e+01     0.04%
  45   65   5.308759e+01     0.04%
  46   47   5.071544e+01     0.03%
  47   48   4.942937e+01     0.03%
  48   56   3.989367e+01     0.03%
  49   66   3.535077e+01     0.02%
  50   45   3.402489e+01     0.02%
  51   40   2.836388e+01     0.02%
  52   39   2.757095e+01     0.02%
  53   57   2.688881e+01     0.02%
  54   64   2.595529e+01     0.02%
  55   32   2.494966e+01     0.02%
  56   68   2.487488e+01     0.02%
  57   46   2.199302e+01     0.02%
  58   28   1.523670e+01     0.01%
  59   62   1.399150e+01     0.01%
  60   55   1.315582e+01     0.01%
  61   67   8.988340e+00     0.01%
  62   43   7.853081e+00     0.01%
  63   61   6.368984e+00     0.00%
  64   53   6.300161e+00     0.00%
  65   54   5.970229e+00     0.00%
  66   59   2.636548e+00     0.00%
  67   60   1.221438e+00     0.00%
  68   50   4.003523e-01     0.00%
  69   38   2.910933e-01     0.00%
  70   34   1.983940e-01     0.00%
