Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   7.928355e+04    30.13%
   2    0   4.261317e+04    16.19%
   3    8   3.817582e+04    14.51%
   4   13   2.603927e+04     9.89%
   5    3   2.134125e+04     8.11%
   6    7   1.403613e+04     5.33%
   7    9   8.939560e+03     3.40%
   8   12   8.377755e+03     3.18%
   9    2   7.186929e+03     2.73%
  10    5   5.906567e+03     2.24%
  11   10   4.098946e+03     1.56%
  12    6   3.006453e+03     1.14%
  13   14   2.208648e+03     0.84%
  14   11   1.047563e+03     0.40%
  15    4   9.198258e+02     0.35%
