image_index,dominant_wavelength_km,dominant_theta_deg,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,10.079368399158986,84.99999999999999,-0.6457382477138609,0.08572868402740319,0.7307809289336888,1.0,0.755225708178312,0.12972830887000986,-0.6033166251557858
1,10.079368399158986,84.99999999999999,-0.7206325360176504,-0.027043543489375876,0.6428622949218468,0.9896485616441146,0.8347619946828841,0.2681887559995073,-0.47787830137242027
2,10.079368399158986,84.99999999999999,-0.7255524431605198,-0.03235223034262613,0.6353191138944585,0.985932318136854,0.842044207706113,0.2849156336964298,-0.45836896386181414
3,10.079368399158986,84.99999999999999,-0.7170316415124041,-0.008003818641333371,0.6668059659081376,0.9966584846909297,0.8093824888195993,0.21571316816115216,-0.530663563708922
4,10.079368399158986,84.99999999999999,-0.7334452191977436,-0.042951809359538906,0.6456588804116252,0.9907114211271275,0.806871788359268,0.20927329106043469,-0.5371466278414808
5,10.678718833360277,75.0,-0.6771613223246788,0.01990374238537429,0.6698308533661395,0.9807107884170911,0.7870774044894508,0.1916265912648587,-0.5562038406216757
6,10.079368399158986,84.99999999999999,-0.6531760449822298,0.07765694121318667,0.7272627971043384,0.9986695572167237,0.7476624469768658,0.11261598052115551,-0.6203816411899655
7,10.678718833360277,75.0,-0.6309068539812082,0.10443383513745053,0.7463280857776533,0.996877658625654,0.7316475481448004,0.091933459631244,-0.6293244068831174
8,10.079368399158986,84.99999999999999,-0.6237026956638787,0.12257208242031625,0.7722922569409709,1.0,0.7101484958724982,0.06416131555611049,-0.6512344539121999
9,10.678718833360277,75.0,-0.5892583684628299,0.1529266218353249,0.7921327711012731,1.0,0.7210799941641741,0.09260593876386247,-0.6154416697671775
10,10.678718833360277,75.0,-0.5919771366068817,0.16086199111996913,0.8043939596545198,0.9998708173903736,0.7018954529156403,0.05707731896985324,-0.6532811078455683
11,10.678718833360277,75.0,-0.5070962556685015,0.24758097902821952,0.8409808556883347,0.9792749831679544,0.6425042392461062,-0.004030837290111222,-0.6892786104627323
12,10.678718833360277,75.0,-0.538716138563756,0.24412779740762902,0.8439825642450163,0.9827510400365238,0.6291741559189823,-0.03889980283048289,-0.7286999493420967
13,10.678718833360277,75.0,-0.5272697240438102,0.26004513409961416,0.8441780650141792,0.9833166099058113,0.642622350329016,-0.014779004312806876,-0.71117201204838
14,10.079368399158984,80.0,-0.5146850406082266,0.24853369364734235,0.8522170098545303,0.988629677020862,0.6418066477729638,-0.02487276377899761,-0.7198532714085322
15,10.079368399158984,80.0,-0.5042278305174609,0.25747118862192675,0.8516396140791831,0.983494738571812,0.6313291291860013,-0.03614568142849628,-0.7285420412201401
16,10.678718833360277,75.0,-0.4866560569128262,0.2889879298761677,0.8640148271371071,0.9759257146685787,0.6016026622065918,-0.07377764041905144,-0.7567713413100156
17,10.079368399158984,80.0,-0.4960944137487029,0.2700763126083998,0.857569998366877,0.979549858227255,0.6136435882551372,-0.05855194135535613,-0.7457617687295122
18,10.678718833360277,75.0,-0.4864725103327403,0.3173551718842331,0.8714190217688016,0.9722925366839326,0.597041475184025,-0.07273138321051342,-0.7496074192071215
19,10.079368399158984,80.0,-0.4607437152166629,0.317228275757361,0.8867539715398689,0.9741607176542113,0.5761852927495321,-0.10827469020488534,-0.7781922997586034
20,10.079368399158984,80.0,-0.3880114065074789,0.3929224989120772,0.9260500244230914,0.9426769231751435,0.49491080895880324,-0.19926067160688365,-0.8317712528293367
21,10.079368399158984,80.0,-0.38161216768178485,0.411270330070008,0.9349375099286674,0.9384736169208927,0.46829647024588494,-0.23679328634185837,-0.8548421360352241
22,10.079368399158984,80.0,-0.322263177082068,0.4780284579766092,0.9453597113339116,0.9143884219150398,0.4298068817550167,-0.26841901229589904,-0.8685202131548008
23,10.079368399158984,80.0,-0.3004455819133657,0.5193582006888122,0.9617355212333414,0.906981618983085,0.4084751984177397,-0.29597581225174163,-0.8859228668906393
24,10.678718833360275,80.0,-0.2935825006167392,0.5639787349925254,0.964284538579131,0.9152778259765664,0.4281483017124661,-0.26870333356414244,-0.8662323667372188
25,10.678718833360277,75.0,-0.22165289401931898,0.6150640382405028,0.9647469290846324,0.881343680598379,0.37824052860192703,-0.3108141521444179,-0.8870802116086935
26,10.678718833360275,80.0,-0.16547409444398375,0.6527296199436703,0.9808082037026018,0.8802198456137951,0.3600557166509277,-0.33392095659671484,-0.8972161105489821
27,10.678718833360277,75.0,-0.13604600489036078,0.6607197667402287,0.9770307070654052,0.8475245126652384,0.3122225563696026,-0.3745455881025024,-0.9120716586519886
28,10.678718833360277,75.0,-0.1484259854211344,0.6245243276256618,0.9377378033864936,0.8145146400948777,0.2914595153821957,-0.3722275829444128,-0.8867387935075979
29,10.678718833360277,75.0,-0.08883480652809661,0.6728842720179127,0.9654428023056547,0.8077863986519003,0.26694540773928077,-0.40499020589115375,-0.8999242976454443
30,10.678718833360277,75.0,-0.13052159377773764,0.6027354059364616,0.9156473910757148,0.7997862464427214,0.30383186419667507,-0.33276744158421645,-0.8244223798445418
31,10.678718833360277,75.0,-0.16001885543825445,0.5895439494889123,0.9264973607121603,0.8445408021878844,0.3654399180454646,-0.27556313863559445,-0.8088448977082872
32,10.079368399158986,75.0,-0.17965624663651214,0.5437320463884057,0.9323013734741554,0.8410288902791057,0.3531128285527918,-0.2896701328957836,-0.7970140456103496
33,10.079368399158986,75.0,-0.06360878073516607,0.6264641655258645,0.9372382252477345,0.7582702022610595,0.22857439998393025,-0.40852609655467476,-0.8510261083824573
34,10.079368399158986,75.0,0.051509747820317475,0.7131340220177376,0.9680164726056324,0.7307058400203088,0.13647176645784387,-0.5170103628886074,-0.9248632269057522
35,10.079368399158986,75.0,0.061976514375591485,0.7436476699617458,0.9710586488848008,0.7292837307058679,0.14414392452243652,-0.49888188414514856,-0.9009490874297383
36,10.678718833360277,75.0,0.0868738431279521,0.7974233200908518,0.9823405753518217,0.7433838790114042,0.16978543241613608,-0.4489392846337591,-0.8736769283066947
37,10.678718833360277,75.0,0.08368431801967224,0.7830685853886465,0.9748985675868027,0.73567700439677,0.18168071840213207,-0.44402814231004106,-0.8636939281457892
38,10.678718833360277,75.0,0.14877537632719906,0.8242733646944815,0.9925106892892861,0.7111056253819152,0.0996910951083223,-0.5479465447807412,-0.9261574898512307
39,10.678718833360277,75.0,0.09368709753127669,0.8055351637118564,0.9753905130105043,0.714062289495941,0.13804037195717989,-0.4752537111998846,-0.881094775424876
40,10.079368399158986,75.0,0.13917751543830836,0.8075959441221638,0.9971405850472528,0.7359630208387735,0.16141378354542657,-0.476590154540388,-0.9051273144177119
41,10.079368399158986,75.0,0.043145930189878445,0.7498305583163181,0.9822431825457587,0.7394961307229402,0.18131675099383715,-0.4674194302739204,-0.8691206751313777
42,10.079368399158986,75.0,-0.031793355622659836,0.6983819834561371,0.9388175032522987,0.7515464727826433,0.21722247791460902,-0.4135492127078635,-0.8608675541199815
43,10.678718833360277,75.0,0.02316326720019468,0.758087413214412,0.9702279147335175,0.7447404344530244,0.13403600467913113,-0.5307727753426477,-0.9018236964414006
44,10.678718833360277,75.0,0.08191530908960143,0.7792631728918378,0.9769045293846674,0.7282706246623225,0.15647545795404239,-0.49112715679463315,-0.8603974552047091
45,10.678718833360277,75.0,0.07096679403314621,0.7539447742402148,0.9838648377283394,0.7380889874976764,0.16762945615047653,-0.4651572479459056,-0.8223925793977421
