cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       43             699       1   0.123  0.491  24960     1.091           2.7       130.2       127.5      38.1      34.9
       44             699       1   0.054  0.166   8308     1.091           1.8       110.6       112.4      26.9      29.3
       45             699       1   0.120  0.178   9220     1.189           0.3       131.1       130.9      45.3      38.1
       46             699       1   0.084  0.146   7316     1.091           0.6       130.0       130.6      34.9      38.1
       47             800       1   0.172  0.492   3480     1.189           1.4       108.6       110.0      41.5      34.9
       48             764       1   0.227  0.257   5892     1.091           0.0       120.0       120.0      76.1      69.8
       49             762       0   0.105  0.271   2432     2.594           0.0       150.0       150.0      29.3      76.1
       50             729       0   0.007  0.008    236     1.189           0.0       100.0       100.0      64.0      53.8
       51             733       1   0.237  0.237   9504     1.000           0.0        90.0        90.0     117.4     117.4
       52             815       1   0.126  0.126   1568     1.000           0.0       130.0       130.0      83.0      83.0
       53             811       1   0.098  0.122    980     1.189           0.0        90.0        90.0      53.8      64.0
       54             701       1   0.052  0.196   4536     1.189           2.2       152.5       150.4      38.1      45.3
       55             738       1   0.006  0.073    716     1.189          10.0        80.0        70.0      49.4      41.5
