cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       43        699       1   0.123  0.491  24960     1.091           2.7       130.2       127.5      38.1      34.9
       43        917       0   0.028  0.047   1260     1.682           0.0       130.0       130.0      45.3      26.9
       43        815       0   0.026  0.052   1372     2.000           0.0       130.0       130.0      41.5      83.0
       43        701       0   0.016  0.377  13548     1.542          14.5       133.0       147.6      38.1      58.7
       43        706       1   0.015  0.190   5884     1.091          10.5       130.5       120.0      41.5      38.1
       43        703       0   0.011  0.397  17652     1.414          25.3       130.6       105.3      34.9      49.4
       43        793       0   0.011  0.047   1268     2.181           1.0       130.5       129.5      38.1      17.4
       43        704       0   0.010  0.389  14688     1.682          22.1       131.8       109.8      38.1      64.0
       43        700       0   0.010  0.348  13588     1.189          29.0       129.0       100.0      34.9      29.3
       43        717       1   0.009  0.102   2700     1.189           8.2       131.8       140.0      38.1      32.0
       43        895       0   0.007  0.062   1720     1.414           4.9       133.2       138.1      29.3      20.7
       43        785       0   0.006  0.068   1888     1.542           5.8       132.8       127.0      29.3      45.3
       43        710       0   0.006  0.260   9100     1.297          32.4       132.4       100.0      34.9      45.3
       43        762       0   0.006  0.239   6620     2.378          16.4       133.6       150.0      34.9      83.0
       43        845       0   0.005  0.044   1156     1.414           4.8       130.0       125.2      41.5      58.7
       43        741       0   0.005  0.197   5564     1.091          33.6       126.4       160.0      34.9      38.1
       43        808       0   0.005  0.107   2820     1.297          15.2       131.3       146.6      38.1      29.3
       43        720       0   0.005  0.173   5480     1.834          17.9       127.5       109.6      32.0      58.7
       43        764       0   0.005  0.092   2784     1.682          10.0       130.0       120.0      41.5      69.8
       43        763       0   0.005  0.085   2348     2.181           7.1       127.1       120.0      29.3      64.0
       43        728       0   0.005  0.119   3528     1.297          19.0       131.0       150.0      45.3      58.7
       43        780       0   0.004  0.067   1780     1.297          10.7       130.7       120.0      45.3      58.7
       43        750       0   0.004  0.195   5184     1.414          33.1       122.1        89.1      32.0      22.6
       43        732       0   0.004  0.179   4724     1.834          25.1       130.1       155.2      32.0      17.4
       43        878       0   0.004  0.007    184     1.542           0.2       120.2       120.0      26.9      41.5
       43        708       0   0.004  0.335  11248     1.834          50.5       131.6        81.1      41.5      76.1
       43        709       0   0.003  0.131   4768     1.834          19.5       122.5       103.0      32.0      17.4
       43        729       0   0.003  0.156   4712     1.682          27.4       127.4       100.0      32.0      53.8
       43        730       0   0.003  0.197   5572     1.414          42.2       132.2        90.0      34.9      24.7
       43        800       0   0.003  0.073   2060     1.091          20.0       130.0       110.0      41.5      38.1
       43        813       0   0.003  0.005    148     1.682           0.0       130.0       130.0      49.4      29.3
       43        722       0   0.003  0.451  13476     2.378          59.8       131.0        71.2      34.9      83.0
       43       1008       0   0.003  0.012    316     2.828           0.4       130.4       130.0      45.3      16.0
       43        747       0   0.003  0.056   1700     1.297          13.3       137.1       150.4      32.0      24.7
       43        773       0   0.003  0.186   4960     1.297          46.3       133.7         0.0      34.9      26.9
       43        757       0   0.003  0.271   7420     1.542          60.3       129.5        69.2      34.9      53.8
       43        719       0   0.003  0.223   7440     1.682          45.3       129.4        84.1      32.0      53.8
       43        705       0   0.003  0.364  18356     2.594          50.0       129.7        79.6      34.9      90.5
       43        731       0   0.003  0.227   7608     2.594          32.5       132.5       100.0      45.3     117.4
       43        754       0   0.002  0.073   1952     1.834          15.0       135.0       120.0      34.9      19.0
       43        702       0   0.002  0.033    996     2.000           5.7       131.7       137.3      38.1      19.0
       43        726       0   0.002  0.376  11820     3.364          44.2       125.8       170.0      34.9     117.4
       43        723       0   0.002  0.077   2188     1.542          19.8       130.2       150.0      45.3      29.3
       43        737       0   0.002  0.127   4024     1.091          48.2       137.3        89.0      34.9      38.1
       43        801       0   0.002  0.156   4124     1.542          41.9       128.1       170.0      32.0      49.4
       43        844       0   0.002  0.005    128     2.181           0.0       110.0       110.0      34.9      76.1
       43        743       0   0.002  0.156   4544     1.189          57.8       122.8         0.6      32.0      38.1
       43        863       0   0.002  0.117   3120     1.682          31.3       118.5        87.2      32.0      19.0
       43        713       0   0.002  0.092   2836     1.542          26.7       124.2       150.9      32.0      20.7
       43        718       0   0.002  0.078   2620     1.297          27.5       127.8       100.2      32.0      41.5
       43        896       0   0.002  0.100   2704     1.091          46.8       126.8        80.0      32.0      29.3
       43        752       0   0.002  0.040   1096     2.594           7.0       130.0       137.0      45.3     117.4
       43        787       0   0.002  0.117   3444     1.297          46.5       126.5        80.0      34.9      26.9
       43        715       0   0.002  0.199   5448     1.682          62.2       135.8        73.6      34.9      20.7
       43       1066       0   0.002  0.003     84     1.682           0.0       130.0       130.0      49.4      29.3
