Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   2.054923e+05    33.40%
   2    2   1.038903e+05    16.89%
   3    4   9.698750e+04    15.76%
   4    3   4.714879e+04     7.66%
   5    1   4.697145e+04     7.63%
   6   17   2.951695e+04     4.80%
   7   14   2.283156e+04     3.71%
   8    6   1.205675e+04     1.96%
   9    7   1.048726e+04     1.70%
  10   11   8.895016e+03     1.45%
  11    8   5.963990e+03     0.97%
  12    5   5.923526e+03     0.96%
  13   18   3.062224e+03     0.50%
  14   15   2.918614e+03     0.47%
  15   12   2.696840e+03     0.44%
  16   16   2.286813e+03     0.37%
  17   13   2.229710e+03     0.36%
  18    9   2.085771e+03     0.34%
  19   10   2.084850e+03     0.34%
  20   19   1.693431e+03     0.28%
