Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   2.022503e+04    23.91%
   2    8   1.089476e+04    12.88%
   3    2   1.033652e+04    12.22%
   4    1   9.974165e+03    11.79%
   5    5   7.045049e+03     8.33%
   6    7   4.964961e+03     5.87%
   7   15   3.055529e+03     3.61%
   8    4   2.654290e+03     3.14%
   9   11   2.458493e+03     2.91%
  10   16   1.505024e+03     1.78%
  11    9   1.356486e+03     1.60%
  12    6   1.184393e+03     1.40%
  13   22   1.165479e+03     1.38%
  14    3   1.125117e+03     1.33%
  15   20   9.555091e+02     1.13%
  16   12   9.406263e+02     1.11%
  17   13   9.362861e+02     1.11%
  18   18   8.370370e+02     0.99%
  19   21   7.866379e+02     0.93%
  20   17   6.809164e+02     0.81%
  21   19   6.493710e+02     0.77%
  22   14   5.071529e+02     0.60%
  23   10   3.356115e+02     0.40%
