Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 19440000
n_zero_after_white   = 10990937
n_zero_after_scaled  = 15230922
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0
WPS_scaled min       = -0.6744907594765952
WPS_scaled median    = 7.153481760160225e-17
WPS_scaled max       = 251.69495569747167
