Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   3.494680e+04    20.75%
   2    2   2.644086e+04    15.70%
   3    5   1.952922e+04    11.60%
   4    4   1.345365e+04     7.99%
   5    1   1.344094e+04     7.98%
   6   10   1.289710e+04     7.66%
   7   12   7.263694e+03     4.31%
   8    3   7.243469e+03     4.30%
   9   15   6.441512e+03     3.82%
  10   18   5.361140e+03     3.18%
  11    7   5.141590e+03     3.05%
  12   13   3.071242e+03     1.82%
  13    9   3.063301e+03     1.82%
  14    8   2.874923e+03     1.71%
  15   16   1.460495e+03     0.87%
  16   20   1.329019e+03     0.79%
  17   19   1.272135e+03     0.76%
  18   17   1.014675e+03     0.60%
  19    6   9.592204e+02     0.57%
  20   11   6.146217e+02     0.36%
  21   14   6.036599e+02     0.36%
