saber_lat,saber_lon,saber_alt,saber_temp,saber_time,saber_local_time,saber_file,saber_i,saber_j,awe_lat,awe_lon,awe_temp_nearest,awe_temp_avg,awe_MLCloud_nearest,awe_time_nearest,awe_local_time_nearest,awe_file_nearest,awe_x_nearest,distance_km_nearest,peak_altitude_km,fwhm_center_km,fwhm_width_km,z_left_km,z_right_km,count_in_window,z_effective_km,T_weighted_K,T_weighted_std_K,saber_profile_mean_local_time_h,delta_temp_simple_K,delta_temp_weighted_K,delta_temp_simple_nearest_K,delta_temp_weighted_nearest_K,awe_temp_std,awe_count_used
38.48571396,-85.08865356,86.7986908,174.9832458,2024-03-06T04:57:10.731000,23.28,SABER_L2A_2024066_120663_02.08.nc,12,188,41.43129349,-87.84276581,184.5099945,181.187016,14,2024-03-06T04:55:45.985418,23.073,awe_l3a_tmp_2024066T0441_01630_v01.nc,673,408.4142601,88.28,88.64,6.64,85.32,91.96,67,88.28,173.57,13.32,23.29,-6.203770152,-7.617016002,-9.526748657,-10.93999451,4.098116137,57
41.2580719,-81.50656128,87.1990509,179.2650146,2024-03-06T04:58:21.454000,23.539,SABER_L2A_2024066_120663_02.08.nc,13,189,43.62440872,-83.60556793,179.3200073,182.2484416,4,2024-03-06T04:56:41.428151,23.371,awe_l3a_tmp_2024066T0441_01630_v01.nc,716,318.7545639,89.41,89.04,7.37,85.35,92.72,67,89.42,184.77,8.53,23.55,-2.983426973,2.521558378,-0.054992676,5.449992676,3.043947645,77
41.25369644,-81.49719238,86.82992554,177.3013611,2024-03-06T04:58:21.499000,23.539,SABER_L2A_2024066_120663_02.08.nc,13,190,43.62440872,-83.60556793,179.3200073,182.2484416,4,2024-03-06T04:56:41.428151,23.371,awe_l3a_tmp_2024066T0441_01630_v01.nc,716,319.5973183,89.41,89.04,7.37,85.35,92.72,67,89.42,184.77,8.53,23.55,-4.947080538,2.521558378,-2.01864624,5.449992676,3.043947645,77
42.81837463,-79.15991211,87.42986298,185.4220886,2024-03-06T04:59:03.870000,23.707,SABER_L2A_2024066_120663_02.08.nc,14,188,44.86972046,-80.89463806,179.8000031,182.4161911,5,2024-03-06T04:57:14.951663,23.561,awe_l3a_tmp_2024066T0441_01630_v01.nc,742,270.8093202,88.17,89.09,6.28,85.95,92.23,68,88.18,186.89,10.78,23.72,3.005897522,4.473808899,5.622085571,7.089996948,2.403745338,84
42.8105011,-79.15567017,87.05987549,179.506012,2024-03-06T04:59:03.824000,23.707,SABER_L2A_2024066_120663_02.08.nc,14,189,44.86972046,-80.89463806,179.8000031,182.4161911,5,2024-03-06T04:57:14.951663,23.561,awe_l3a_tmp_2024066T0441_01630_v01.nc,742,271.7512917,88.17,89.09,6.28,85.95,92.23,68,88.18,186.89,10.78,23.72,-2.910179138,4.473808899,-0.293991089,7.089996948,2.403745338,84
42.80262756,-79.15142822,86.68977356,174.6726379,2024-03-06T04:59:03.778000,23.708,SABER_L2A_2024066_120663_02.08.nc,14,190,44.86972046,-80.89463806,179.8000031,182.4161911,5,2024-03-06T04:57:14.951663,23.561,awe_l3a_tmp_2024066T0441_01630_v01.nc,742,272.693379,88.17,89.09,6.28,85.95,92.23,68,88.18,186.89,10.78,23.72,-7.743553162,4.473808899,-5.127365112,7.089996948,2.403745338,84
45.21161652,-74.85943604,87.28682709,189.1541595,2024-03-06T05:00:14.824000,0.013,SABER_L2A_2024066_120663_02.08.nc,15,188,46.82025909,-76.03868103,182.2299957,184.2084626,19,2024-03-06T04:58:11.683761,23.901,awe_l3a_tmp_2024066T0441_01630_v01.nc,786,203.4527592,87.29,88.39,5.9,85.44,91.34,68,87.29,185.95,7.14,5.72,4.945696988,1.741537442,6.924163818,3.720004272,2.85393555,91
45.20645523,-74.85012817,86.91748047,190.7945404,2024-03-06T05:00:14.870000,0.014,SABER_L2A_2024066_120663_02.08.nc,15,189,46.82025909,-76.03868103,182.2299957,184.2084626,19,2024-03-06T04:58:11.683761,23.901,awe_l3a_tmp_2024066T0441_01630_v01.nc,786,204.3039528,87.29,88.39,5.9,85.44,91.34,68,87.29,185.95,7.14,5.68,6.586077847,1.741537442,8.564544678,3.720004272,2.85393555,91
45.20124435,-74.84088135,86.54800415,192.4423523,2024-03-06T05:00:14.915000,0.015,SABER_L2A_2024066_120663_02.08.nc,15,190,46.82025909,-76.03868103,182.2299957,184.2084626,19,2024-03-06T04:58:11.683761,23.901,awe_l3a_tmp_2024066T0441_01630_v01.nc,786,205.1587189,87.29,88.39,5.9,85.44,91.34,68,87.29,185.95,7.14,5.65,8.233889737,1.741537442,10.21235657,3.720004272,2.85393555,91
46.9991188,-70.85510254,87.47480774,187.2201996,2024-03-06T05:01:14.743000,0.297,SABER_L2A_2024066_120663_02.08.nc,16,187,48.28980255,-71.68811798,185.8999939,184.9067376,17,2024-03-06T04:58:59.390299,0.204,awe_l3a_tmp_2024066T0441_01630_v01.nc,823,158.6328215,87.85,88.58,7.4,84.88,92.28,68,87.85,184.27,4.44,0.3,2.313461946,-0.636737639,1.320205688,-1.629993896,3.302131737,95
46.9908638,-70.85250854,87.10446167,187.7065887,2024-03-06T05:01:14.697000,0.297,SABER_L2A_2024066_120663_02.08.nc,16,188,48.28980255,-71.68811798,185.8999939,184.9067376,17,2024-03-06T04:58:59.390299,0.204,awe_l3a_tmp_2024066T0441_01630_v01.nc,823,159.5667182,87.85,88.58,7.4,84.88,92.28,68,87.85,184.27,4.44,0.3,2.799851106,-0.636737639,1.806594849,-1.629993896,3.302131737,95
46.98255539,-70.85003662,86.73397827,187.9095764,2024-03-06T05:01:14.649000,0.297,SABER_L2A_2024066_120663_02.08.nc,16,189,48.28980255,-71.68811798,185.8999939,184.9067376,17,2024-03-06T04:58:59.390299,0.204,awe_l3a_tmp_2024066T0441_01630_v01.nc,823,160.5027029,87.85,88.58,7.4,84.88,92.28,68,87.85,184.27,4.44,0.3,3.002838777,-0.636737639,2.00958252,-1.629993896,3.302131737,95
48.79286194,-65.67355347,87.3033905,170.5162659,2024-03-06T05:02:25.864000,0.662,SABER_L2A_2024066_120663_02.08.nc,17,188,49.8083992,-66.19916534,182.4499969,185.4446391,7,2024-03-06T04:59:56.122397,0.586,awe_l3a_tmp_2024066T0441_01630_v01.nc,867,120.8072175,89.15,88.77,8.13,84.71,92.84,68,89.15,178.76,8.1,0.68,-14.9283732,-6.684639068,-11.93373108,-3.689996948,3.238440511,97
48.78654099,-65.66531372,86.93336487,172.2602692,2024-03-06T05:02:25.908000,0.663,SABER_L2A_2024066_120663_02.08.nc,17,189,49.8083992,-66.19916534,182.4499969,185.4446391,7,2024-03-06T04:59:56.122397,0.586,awe_l3a_tmp_2024066T0441_01630_v01.nc,867,121.6771993,89.15,88.77,8.13,84.71,92.84,68,89.15,178.76,8.1,0.68,-13.1843699,-6.684639068,-10.18972778,-3.689996948,3.238440511,97
48.78025818,-65.65689087,86.56324768,174.4949036,2024-03-06T05:02:25.954000,0.663,SABER_L2A_2024066_120663_02.08.nc,17,190,49.8083992,-66.19916534,182.4499969,185.4446391,7,2024-03-06T04:59:56.122397,0.586,awe_l3a_tmp_2024066T0441_01630_v01.nc,867,122.5484947,89.15,88.77,8.13,84.71,92.84,68,89.15,178.76,8.1,0.68,-10.9497355,-6.684639068,-7.955093384,-3.689996948,3.238440511,97
49.68296051,-62.4022522,87.46794891,180.8700256,2024-03-06T05:03:07.964000,0.892,SABER_L2A_2024066_120663_02.08.nc,18,187,50.57742691,-62.80174255,181.6300049,185.8115301,2,2024-03-06T05:00:29.645910,0.821,awe_l3a_tmp_2024066T0441_01630_v01.nc,893,104.8686081,88.95,89.5,7.03,85.98,93.01,68,88.96,184.56,6.21,0.89,-4.941504498,-1.251530133,-0.759979248,2.929995117,3.352593012,98
49.67451859,-62.40176392,87.09719086,180.0125275,2024-03-06T05:03:07.917000,0.892,SABER_L2A_2024066_120663_02.08.nc,18,188,50.57742691,-62.80174255,181.6300049,185.8115301,2,2024-03-06T05:00:29.645910,0.821,awe_l3a_tmp_2024066T0441_01630_v01.nc,893,105.7940196,88.95,89.5,7.03,85.98,93.01,68,88.96,184.56,6.21,0.89,-5.799002667,-1.251530133,-1.617477417,2.929995117,3.352593012,98
49.66612625,-62.40106201,86.72634125,180.9310303,2024-03-06T05:03:07.873000,0.892,SABER_L2A_2024066_120663_02.08.nc,18,189,50.57742691,-62.80174255,181.6300049,185.8115301,2,2024-03-06T05:00:29.645910,0.821,awe_l3a_tmp_2024066T0441_01630_v01.nc,893,106.7187082,88.95,89.5,7.03,85.98,93.01,68,88.96,184.56,6.21,0.89,-4.880499859,-1.251530133,-0.698974609,2.929995117,3.352593012,98
50.84461975,-56.55776978,87.40437317,182.4137878,2024-03-06T05:04:19.197000,1.301,SABER_L2A_2024066_120663_02.08.nc,19,188,51.64208221,-56.81754684,189.0099945,188.2916659,4,2024-03-06T05:01:26.378008,1.236,awe_l3a_tmp_2024066T0441_01630_v01.nc,937,91.73445077,88.52,89.44,5.55,86.66,92.21,68,88.52,186.29,9.13,1.32,-5.877878042,-2.001665884,-6.596206665,-2.719994507,3.534153781,78
50.83744431,-56.55093384,87.03378296,180.1295776,2024-03-06T05:04:19.244000,1.302,SABER_L2A_2024066_120663_02.08.nc,19,189,51.64208221,-56.81754684,189.0099945,188.2916659,4,2024-03-06T05:01:26.378008,1.236,awe_l3a_tmp_2024066T0441_01630_v01.nc,937,92.62409864,88.52,89.44,5.55,86.66,92.21,68,88.52,186.29,9.13,1.32,-8.162088247,-2.001665884,-8.88041687,-2.719994507,3.534153781,78
50.8302536,-56.54415894,86.66307831,178.4882507,2024-03-06T05:04:19.290000,1.302,SABER_L2A_2024066_120663_02.08.nc,19,190,51.64208221,-56.81754684,189.0099945,188.2916659,4,2024-03-06T05:01:26.378008,1.236,awe_l3a_tmp_2024066T0441_01630_v01.nc,937,93.51559043,88.52,89.44,5.55,86.66,92.21,68,88.52,186.29,9.13,1.32,-9.803415152,-2.001665884,-10.52174377,-2.719994507,3.534153781,78
51.34271622,-52.70870972,87.19094849,170.3850403,2024-03-06T05:05:04.176000,1.571,SABER_L2A_2024066_120663_02.08.nc,20,189,52.15470123,-52.87779617,189.6199951,188.6881027,48,2024-03-06T05:02:02.480252,1.509,awe_l3a_tmp_2024066T0441_01630_v01.nc,965,92.27894771,89.04,89.59,6.29,86.45,92.74,67,89.05,184.6,10.7,1.57,-18.30306244,-4.088102722,-19.23495483,-5.019995117,3.121652744,58
51.33441162,-52.71038818,86.82025146,170.708847,2024-03-06T05:05:04.132000,1.57,SABER_L2A_2024066_120663_02.08.nc,20,190,52.15470123,-52.87779617,189.6199951,188.6881027,48,2024-03-06T05:02:02.480252,1.509,awe_l3a_tmp_2024066T0441_01630_v01.nc,965,93.19276068,89.04,89.59,6.29,86.45,92.74,67,89.05,184.6,10.7,1.57,-17.97925568,-4.088102722,-18.91114807,-5.019995117,3.121652744,58
51.76514053,-46.43148804,87.49874878,175.2328796,2024-03-06T05:06:15.672000,2.009,SABER_L2A_2024066_120663_02.08.nc,21,187,52.6860733,-46.53424454,183.8699951,183.9759998,41,2024-03-06T05:02:59.212351,1.947,awe_l3a_tmp_2024066T0441_01630_v01.nc,1009,104.0435673,89.35,89.53,5.55,86.76,92.31,67,89.35,176.46,5.65,2.02,-8.743120193,-7.515999832,-8.637115479,-7.409995117,2.533719764,40
51.75724411,-46.42687988,87.12815857,172.8297424,2024-03-06T05:06:15.719000,2.009,SABER_L2A_2024066_120663_02.08.nc,21,188,52.6860733,-46.53424454,183.8699951,183.9759998,41,2024-03-06T05:02:59.212351,1.947,awe_l3a_tmp_2024066T0441_01630_v01.nc,1009,104.9535805,89.35,89.53,5.55,86.76,92.31,67,89.35,176.46,5.65,2.02,-11.1462574,-7.515999832,-11.04025269,-7.409995117,2.533719764,40
51.74934769,-46.42233276,86.75746155,170.1365051,2024-03-06T05:06:15.766000,2.01,SABER_L2A_2024066_120663_02.08.nc,21,189,52.6860733,-46.53424454,183.8699951,183.9759998,41,2024-03-06T05:02:59.212351,1.947,awe_l3a_tmp_2024066T0441_01630_v01.nc,1009,105.8639104,89.35,89.53,5.55,86.76,92.31,67,89.35,176.46,5.65,2.02,-13.83949471,-7.515999832,-13.73348999,-7.409995117,2.533719764,40
51.77169418,-42.70391846,87.3190155,174.6346741,2024-03-06T05:06:57.685000,2.269,SABER_L2A_2024066_120663_02.08.nc,22,189,52.83739853,-42.7300415,182.6300049,183.153529,21,2024-03-06T05:03:32.735863,2.21,awe_l3a_tmp_2024066T0441_01630_v01.nc,1035,120.1326105,88.8,89.54,5.18,86.95,92.13,68,88.81,179.06,3.03,2.26,-8.518854927,-4.093528999,-7.995330811,-3.570004883,1.682487287,34
51.76375961,-42.70834351,86.94822693,176.0298615,2024-03-06T05:06:57.640000,2.269,SABER_L2A_2024066_120663_02.08.nc,22,190,52.83739853,-42.7300415,182.6300049,183.153529,21,2024-03-06T05:03:32.735863,2.21,awe_l3a_tmp_2024066T0441_01630_v01.nc,1035,121.0226926,88.8,89.54,5.18,86.95,92.13,68,88.81,179.06,3.03,2.26,-7.123667549,-4.093528999,-6.600143433,-3.570004883,1.682487287,34
51.75582886,-42.71279907,86.57733154,178.1310577,2024-03-06T05:06:57.595000,2.268,SABER_L2A_2024066_120663_02.08.nc,22,191,52.83739853,-42.7300415,182.6300049,183.153529,21,2024-03-06T05:03:32.735863,2.21,awe_l3a_tmp_2024066T0441_01630_v01.nc,1035,121.913148,88.8,89.54,5.18,86.95,92.13,68,88.81,179.06,3.03,2.26,-5.02247126,-4.093528999,-4.498947144,-3.570004883,1.682487287,34
51.4066925,-36.418396,87.46066284,185.7132874,2024-03-06T05:08:09.117000,2.708,SABER_L2A_2024066_120663_02.08.nc,23,189,52.84978867,-42.14283752,183.4600067,182.0774994,20,2024-03-06T05:03:37.893327,2.251,awe_l3a_tmp_2024066T0441_01630_v01.nc,1039,428.0426396,88.2,88.75,7.04,85.23,92.27,68,88.21,188.1,5.24,2.71,3.635787964,6.02250061,2.25328064,4.639993286,0.876698464,8
51.39844131,-36.41696167,87.08969879,188.4966278,2024-03-06T05:08:09.156000,2.708,SABER_L2A_2024066_120663_02.08.nc,23,190,52.84978867,-42.14283752,183.4600067,182.0774994,20,2024-03-06T05:03:37.893327,2.251,awe_l3a_tmp_2024066T0441_01630_v01.nc,1039,428.5218063,88.2,88.75,7.04,85.23,92.27,68,88.21,188.1,5.24,2.71,6.419128418,6.02250061,5.036621094,4.639993286,0.876698464,8
51.3901329,-36.41491699,86.71858978,190.2993774,2024-03-06T05:08:09.203000,2.708,SABER_L2A_2024066_120663_02.08.nc,23,191,52.84978867,-42.14283752,183.4600067,182.0774994,20,2024-03-06T05:03:37.893327,2.251,awe_l3a_tmp_2024066T0441_01630_v01.nc,1039,429.0441861,88.2,88.75,7.04,85.23,92.27,68,88.21,188.1,5.24,2.71,8.221878052,6.02250061,6.839370728,4.639993286,0.876698464,8
35.17533875,-112.9584961,87.43638611,175.0943909,2024-03-06T06:32:29.921000,23.011,SABER_L2A_2024066_120664_02.08.nc,11,189,38.74671173,-115.8898468,173.9700012,173.0760025,3,2024-03-06T06:27:30.478314,22.732,awe_l3a_tmp_2024066T0614_01631_v01.nc,614,481.3237285,89.28,88.72,8.46,84.49,92.94,68,89.27,177.09,10,23.03,2.018388367,4.013997498,1.124389648,3.119998779,1.623508457,10
35.17199707,-112.9492645,87.06776428,170.3138123,2024-03-06T06:32:29.964000,23.012,SABER_L2A_2024066_120664_02.08.nc,11,190,38.74671173,-115.8898468,173.9700012,173.0760025,3,2024-03-06T06:27:30.478314,22.732,awe_l3a_tmp_2024066T0614_01631_v01.nc,614,482.0976185,89.28,88.72,8.46,84.49,92.94,68,89.27,177.09,10,23.03,-2.762190247,4.013997498,-3.656188965,3.119998779,1.623508457,10
35.16875076,-112.9399719,86.69996643,165.3259888,2024-03-06T06:32:30.009000,23.012,SABER_L2A_2024066_120664_02.08.nc,11,191,38.74671173,-115.8898468,173.9700012,173.0760025,3,2024-03-06T06:27:30.478314,22.732,awe_l3a_tmp_2024066T0614_01631_v01.nc,614,482.8659858,89.28,88.72,8.46,84.49,92.94,68,89.27,177.09,10,23.03,-7.750013733,4.013997498,-8.644012451,3.119998779,1.623508457,10
37.12388229,-110.967392,87.1684494,162.3269348,2024-03-06T06:33:15.601000,23.157,SABER_L2A_2024066_120664_02.08.nc,12,189,40.72798538,-112.6314087,176.4600067,177.3587503,14,2024-03-06T06:28:16.824431,22.963,awe_l3a_tmp_2024066T0614_01631_v01.nc,650,431.6157028,89.75,88.45,10.7,83.1,93.8,67,89.62,166.97,13.53,23.17,-15.03181553,-10.38875034,-14.1330719,-9.490006714,1.594908358,16
37.11660004,-110.9619904,86.79909515,161.1082458,2024-03-06T06:33:15.556000,23.157,SABER_L2A_2024066_120664_02.08.nc,12,190,40.72798538,-112.6314087,176.4600067,177.3587503,14,2024-03-06T06:28:16.824431,22.963,awe_l3a_tmp_2024066T0614_01631_v01.nc,650,432.5506705,89.75,88.45,10.7,83.1,93.8,67,89.62,166.97,13.53,23.17,-16.25050449,-10.38875034,-15.35176086,-9.490006714,1.594908358,16
40.00165176,-107.5782013,87.42776489,177.1724701,2024-03-06T06:34:26.345000,23.402,SABER_L2A_2024066_120664_02.08.nc,13,189,43.56071091,-107.2699738,174.8899994,175.5399963,47,2024-03-06T06:29:27.631000,23.34,awe_l3a_tmp_2024066T0614_01631_v01.nc,705,401.9882609,88.53,89.26,7.36,85.58,92.95,68,88.54,172.42,7.74,23.42,1.632473755,-3.119996338,2.282470703,-2.46999939,0.598129876,5
39.99700928,-107.5695038,87.05871582,178.0908508,2024-03-06T06:34:26.376000,23.403,SABER_L2A_2024066_120664_02.08.nc,13,190,43.56071091,-107.2699738,174.8899994,175.5399963,47,2024-03-06T06:29:27.631000,23.34,awe_l3a_tmp_2024066T0614_01631_v01.nc,705,402.4641624,88.53,89.26,7.36,85.58,92.95,68,88.54,172.42,7.74,23.42,2.550854492,-3.119996338,3.20085144,-2.46999939,0.598129876,5
39.99274063,-107.5603333,86.68962097,178.0875549,2024-03-06T06:34:26.415000,23.403,SABER_L2A_2024066_120664_02.08.nc,13,191,43.56071091,-107.2699738,174.8899994,175.5399963,47,2024-03-06T06:29:27.631000,23.34,awe_l3a_tmp_2024066T0614_01631_v01.nc,705,402.8970286,88.53,89.26,7.36,85.58,92.95,68,88.54,172.42,7.74,23.42,2.547558594,-3.119996338,3.197555542,-2.46999939,0.598129876,5
41.62702179,-105.3542328,87.40956116,196.3673401,2024-03-06T06:35:08.768000,23.562,SABER_L2A_2024066_120664_02.08.nc,14,187,45.08455658,-103.9210358,181.8300018,181.7816658,24,2024-03-06T06:30:08.827549,23.574,awe_l3a_tmp_2024066T0614_01631_v01.nc,737,407.0068211,87.41,88.51,7.39,84.82,92.2,68,87.42,181.03,9.6,23.57,14.58567429,-0.751665802,14.53733826,-0.800001831,1.237097829,12
41.61937332,-105.3495331,87.03981018,196.4811096,2024-03-06T06:35:08.725000,23.562,SABER_L2A_2024066_120664_02.08.nc,14,188,45.08455658,-103.9210358,181.8300018,181.7816658,24,2024-03-06T06:30:08.827549,23.574,awe_l3a_tmp_2024066T0614_01631_v01.nc,737,407.7237506,87.41,88.51,7.39,84.82,92.2,68,87.42,181.03,9.6,23.57,14.69944382,-0.751665802,14.65110779,-0.800001831,1.237097829,12
41.61167145,-105.3449097,86.66995239,194.1077423,2024-03-06T06:35:08.680000,23.563,SABER_L2A_2024066_120664_02.08.nc,14,189,45.08455658,-103.9210358,181.8300018,181.7816658,24,2024-03-06T06:30:08.827549,23.574,awe_l3a_tmp_2024066T0614_01631_v01.nc,737,408.4491448,87.41,88.51,7.39,84.82,92.2,68,87.42,181.03,9.6,23.57,12.32607651,-0.751665802,12.27774048,-0.800001831,1.237097829,12
44.12957001,-101.2596741,87.15960693,191.4839325,2024-03-06T06:36:19.652000,23.855,SABER_L2A_2024066_120664_02.08.nc,15,189,47.49420929,-97.62970734,179.0800018,179.0866648,14,2024-03-06T06:31:20.921509,0.014,awe_l3a_tmp_2024066T0614_01631_v01.nc,793,474.3833952,87.53,89.55,8.48,85.31,93.79,67,87.54,183.6,5.55,23.87,12.39726766,4.513335164,12.40393066,4.519998169,0.318468021,3
44.12412262,-101.2512512,86.78999329,188.9050598,2024-03-06T06:36:19.684000,23.855,SABER_L2A_2024066_120664_02.08.nc,15,190,47.49420929,-97.62970734,179.0800018,179.0866648,14,2024-03-06T06:31:20.921509,0.014,awe_l3a_tmp_2024066T0614_01631_v01.nc,793,474.4859197,87.53,89.55,8.48,85.31,93.79,67,87.54,183.6,5.55,23.87,9.818394979,4.513335164,9.825057983,4.519998169,0.318468021,3
44.84181595,84.18347931,87.37995911,206.6873322,2024-03-07T18:02:31.470000,23.654,SABER_L2A_2024067_120686_02.08.nc,15,188,47.70619202,80.89530945,209.5599976,209.1989998,7,2024-03-07T18:07:30.849722,23.518,awe_l3a_tmp_2024067T1751_01654_v01.nc,715,412.059504,86.27,86.08,9.99,81.08,91.07,68,86.33,202.37,6.79,23.67,-2.511667633,-6.828999786,-2.872665405,-7.189997559,0.768679539,20
44.83668137,84.19271851,87.01052856,206.1916199,2024-03-07T18:02:31.513000,23.655,SABER_L2A_2024067_120686_02.08.nc,15,189,47.70619202,80.89530945,209.5599976,209.1989998,7,2024-03-07T18:07:30.849722,23.518,awe_l3a_tmp_2024067T1751_01654_v01.nc,715,412.9672143,86.27,86.08,9.99,81.08,91.07,68,86.33,202.37,6.79,23.67,-3.007379913,-6.828999786,-3.368377686,-7.189997559,0.768679539,20
44.83156967,84.20201111,86.64099121,204.2597198,2024-03-07T18:02:31.557000,23.656,SABER_L2A_2024067_120686_02.08.nc,15,190,47.70619202,80.89530945,209.5599976,209.1989998,7,2024-03-07T18:07:30.849722,23.518,awe_l3a_tmp_2024067T1751_01654_v01.nc,715,413.8756087,86.27,86.08,9.99,81.08,91.07,68,86.33,202.37,6.79,23.67,-4.939279938,-6.828999786,-5.30027771,-7.189997559,0.768679539,20
46.23907089,87.13787842,87.35633087,214.1697083,2024-03-07T18:03:16.851000,23.864,SABER_L2A_2024067_120686_02.08.nc,16,189,48.94329071,85.17980194,213.4600067,214.3479417,13,2024-03-07T18:08:15.977528,23.816,awe_l3a_tmp_2024067T1751_01654_v01.nc,750,339.1735621,85.5,86.98,8.15,82.9,91.05,68,85.53,206.11,7.15,23.87,-0.178233427,-8.237941679,0.709701538,-7.350006714,2.318771728,34
46.23085022,87.14078522,86.98581696,214.7697296,2024-03-07T18:03:16.805000,23.864,SABER_L2A_2024067_120686_02.08.nc,16,190,48.94329071,85.17980194,213.4600067,214.3479417,13,2024-03-07T18:08:15.977528,23.816,awe_l3a_tmp_2024067T1751_01654_v01.nc,750,340.1081444,85.5,86.98,8.15,82.9,91.05,68,85.53,206.11,7.15,23.87,0.421787935,-8.237941679,1.3097229,-7.350006714,2.318771728,34
46.22265625,87.14375305,86.61519623,213.2881317,2024-03-07T18:03:16.760000,23.864,SABER_L2A_2024067_120686_02.08.nc,16,191,48.94329071,85.17980194,213.4600067,214.3479417,13,2024-03-07T18:08:15.977528,23.816,awe_l3a_tmp_2024067T1751_01654_v01.nc,750,341.0421622,85.5,86.98,8.15,82.9,91.05,68,85.53,206.11,7.15,23.87,-1.059809965,-8.237941679,-0.171875,-7.350006714,2.318771728,34
48.17059326,92.13969421,87.34829712,194.0597992,2024-03-07T18:04:27.828000,0.217,SABER_L2A_2024067_120686_02.08.nc,17,189,50.31206894,91.11762238,202.0800018,207.6630765,24,2024-03-07T18:09:15.288358,0.229,awe_l3a_tmp_2024067T1751_01654_v01.nc,796,252.8128003,86.24,86.78,9.26,82.15,91.41,68,86.27,200.53,7.99,0.23,-13.60327735,-7.133076547,-8.020202637,-1.550001831,3.78265699,52
48.16447449,92.14817047,86.978302,194.5238342,2024-03-07T18:04:27.873000,0.218,SABER_L2A_2024067_120686_02.08.nc,17,190,50.31206894,91.11762238,202.0800018,207.6630765,24,2024-03-07T18:09:15.288358,0.229,awe_l3a_tmp_2024067T1751_01654_v01.nc,796,253.6583779,86.24,86.78,9.26,82.15,91.41,68,86.27,200.53,7.99,0.23,-13.13924232,-7.133076547,-7.556167603,-1.550001831,3.78265699,52
48.15832138,92.15654755,86.60816956,195.755661,2024-03-07T18:04:27.916000,0.218,SABER_L2A_2024067_120686_02.08.nc,17,191,50.31206894,91.11762238,202.0800018,207.6630765,24,2024-03-07T18:09:15.288358,0.229,awe_l3a_tmp_2024067T1751_01654_v01.nc,796,254.5060947,86.24,86.78,9.26,82.15,91.41,68,86.27,200.53,7.99,0.23,-11.90741554,-7.133076547,-6.32434082,-1.550001831,3.78265699,52
49.1350708,95.30519867,87.31664276,199.908844,2024-03-07T18:05:09.739000,0.44,SABER_L2A_2024067_120686_02.08.nc,18,189,50.94560242,94.61463165,199.5099945,202.3224185,12,2024-03-07T18:09:48.811870,0.471,awe_l3a_tmp_2024067T1751_01654_v01.nc,822,210.1021507,87.32,87.68,8.15,83.6,91.76,68,87.33,196.31,9.84,0.44,-2.413574465,-6.012418459,0.398849487,-3.199994507,3.356613166,62
49.12670517,95.30644226,86.94586182,196.6341248,2024-03-07T18:05:09.694000,0.44,SABER_L2A_2024067_120686_02.08.nc,18,190,50.94560242,94.61463165,199.5099945,202.3224185,12,2024-03-07T18:09:48.811870,0.471,awe_l3a_tmp_2024067T1751_01654_v01.nc,822,211.0404681,87.32,87.68,8.15,83.6,91.76,68,87.33,196.31,9.84,0.44,-5.688293703,-6.012418459,-2.875869751,-3.199994507,3.356613166,62
49.11835861,95.307724,86.57522583,193.5607147,2024-03-07T18:05:09.650000,0.44,SABER_L2A_2024067_120686_02.08.nc,18,191,50.94560242,94.61463165,199.5099945,202.3224185,12,2024-03-07T18:09:48.811870,0.471,awe_l3a_tmp_2024067T1751_01654_v01.nc,822,211.977434,87.32,87.68,8.15,83.6,91.76,68,87.33,196.31,9.84,0.44,-8.761703737,-6.012418459,-5.949279785,-3.199994507,3.356613166,62
50.4613266,100.9935837,87.46649933,191.6478424,2024-03-07T18:06:20.835000,0.839,SABER_L2A_2024067_120686_02.08.nc,19,188,51.7545166,100.5859451,199.9900055,199.9599993,5,2024-03-07T18:10:44.254603,0.885,awe_l3a_tmp_2024067T1751_01654_v01.nc,865,148.5863512,87.84,88.01,7.77,84.13,91.9,68,87.85,199.79,5.36,0.85,-8.312156878,-0.169999285,-8.342163086,-0.200005493,1.091125723,76
50.45434952,101.0009003,87.09619904,194.9773254,2024-03-07T18:06:20.878000,0.839,SABER_L2A_2024067_120686_02.08.nc,19,189,51.7545166,100.5859451,199.9900055,199.9599993,5,2024-03-07T18:10:44.254603,0.885,awe_l3a_tmp_2024067T1751_01654_v01.nc,865,149.4591526,87.84,88.01,7.77,84.13,91.9,68,87.85,199.79,5.36,0.85,-4.982673846,-0.169999285,-5.012680054,-0.200005493,1.091125723,76
50.44740295,101.0083847,86.72580719,198.8779907,2024-03-07T18:06:20.924000,0.84,SABER_L2A_2024067_120686_02.08.nc,19,190,51.7545166,100.5859451,199.9900055,199.9599993,5,2024-03-07T18:10:44.254603,0.885,awe_l3a_tmp_2024067T1751_01654_v01.nc,865,150.3318024,87.84,88.01,7.77,84.13,91.9,68,87.85,199.79,5.36,0.85,-1.082008563,-0.169999285,-1.112014771,-0.200005493,1.091125723,76
