Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 5698062
n_zero_after_scaled  = 21033502
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.002488648459035833
WPS_scaled min       = -0.8385477458921924
WPS_scaled median    = -6.101885889368703e-17
WPS_scaled max       = 215.9024069551722
