cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       56             410       1   0.014  0.135    616     1.091           7.7        90.0        97.7      19.0      17.4
       57             416       0   0.005  0.014    192     2.828           0.0        90.0        90.0      17.4      49.4
       58             419       0   0.000  0.139   1040     5.187          90.0        90.0         0.0      19.0      98.7
       59             409       0   0.000  0.058    656     2.594          55.5       100.7        45.2      16.0      41.5
       60             406       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       61             406       1   0.022  0.179   6660     1.091           6.4        42.9        49.3     107.6      98.7
       62             435       1   0.036  0.220   2056     1.000           5.1        94.4        99.5      38.1      38.1
       63             406       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       64             406       0   0.000  0.025    352     6.169          39.7        89.7        50.0      16.0      98.7
       65             414       0   0.000  0.002     24     4.000          80.0        90.0       170.0      26.9     107.6
