roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_22,0.4270833333333333,30.944590911921747,8.904651384798047,86.03766473474417,8.48694497885035,-1,48.44642857142859,-33.37353291742402,9.603606554522305,0.018803953919071883
ROI_31,0.4145833333333333,31.159005351441017,8.462100448530846,85.6778593604415,8.630025328848914,-1,48.42857142857144,-32.62122298472623,8.8592065933167,0.019672028246701303
