Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   1.706946e+05    71.17%
   2    1   3.531706e+04    14.73%
   3   15   3.652516e+03     1.52%
   4    4   3.625050e+03     1.51%
   5    9   2.876720e+03     1.20%
   6    2   1.825163e+03     0.76%
   7    8   1.781229e+03     0.74%
   8   10   1.540298e+03     0.64%
   9   13   1.521354e+03     0.63%
  10   20   1.353206e+03     0.56%
  11   12   1.353158e+03     0.56%
  12   11   1.338988e+03     0.56%
  13   24   8.173217e+02     0.34%
  14   19   7.702033e+02     0.32%
  15   16   6.591932e+02     0.27%
  16   14   6.554928e+02     0.27%
  17    3   5.577945e+02     0.23%
  18   30   5.300173e+02     0.22%
  19   18   5.185092e+02     0.22%
  20   27   5.079252e+02     0.21%
  21   42   4.595454e+02     0.19%
  22    6   4.269813e+02     0.18%
  23   22   4.268269e+02     0.18%
  24   33   4.138177e+02     0.17%
  25   36   3.637922e+02     0.15%
  26   45   3.527992e+02     0.15%
  27   51   3.424623e+02     0.14%
  28    7   3.167092e+02     0.13%
  29    5   3.003939e+02     0.13%
  30   63   2.448612e+02     0.10%
  31   17   2.240058e+02     0.09%
  32   34   2.235849e+02     0.09%
  33   38   2.084257e+02     0.09%
  34   37   2.079084e+02     0.09%
  35   32   2.002461e+02     0.08%
  36   40   1.897932e+02     0.08%
  37   53   1.888030e+02     0.08%
  38   62   1.775928e+02     0.07%
  39   69   1.621486e+02     0.07%
  40   44   1.532398e+02     0.06%
  41   23   1.506722e+02     0.06%
  42   65   1.173650e+02     0.05%
  43   70   1.091675e+02     0.05%
  44   41   1.058236e+02     0.04%
  45   72   9.987333e+01     0.04%
  46   58   9.728800e+01     0.04%
  47   61   9.619392e+01     0.04%
  48   29   9.482321e+01     0.04%
  49   59   9.437689e+01     0.04%
  50   39   9.197772e+01     0.04%
  51   76   8.602637e+01     0.04%
  52   60   8.315452e+01     0.03%
  53   68   7.714568e+01     0.03%
  54   31   7.509763e+01     0.03%
  55   21   6.690786e+01     0.03%
  56   46   6.635057e+01     0.03%
  57   75   6.576858e+01     0.03%
  58   25   6.500627e+01     0.03%
  59   28   5.187337e+01     0.02%
  60   57   4.614992e+01     0.02%
  61   54   4.550382e+01     0.02%
  62   49   4.460552e+01     0.02%
  63   55   4.411296e+01     0.02%
  64   74   4.402255e+01     0.02%
  65   26   4.399059e+01     0.02%
  66   78   4.140627e+01     0.02%
  67   64   3.957929e+01     0.02%
  68   77   3.836260e+01     0.02%
  69   56   3.602776e+01     0.02%
  70   73   3.586662e+01     0.01%
  71   67   3.489591e+01     0.01%
  72   43   3.211420e+01     0.01%
  73   52   2.822107e+01     0.01%
  74   47   2.281532e+01     0.01%
  75   48   2.278731e+01     0.01%
  76   50   2.228161e+01     0.01%
  77   35   1.817453e+01     0.01%
  78   71   1.506026e+01     0.01%
  79   66   1.256760e+01     0.01%
