cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      128             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      129             285       0   0.000  0.002     56     7.336          90.0        90.0         0.0      16.0     117.4
      130             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      131             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      132             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      133             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      134             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      135             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      136             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      137             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      138             285       0   0.000  0.005    172     2.181          40.0       140.0         0.0      53.8     117.4
      139             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      140             307       0   0.000  0.101    484     4.757          49.0       139.0        90.0      16.0      76.1
      141             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      142             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      143             307       0   0.005  0.174    892     4.757           5.9        95.9        90.0      16.0      76.1
      144             285       0   0.000  0.008    272     2.378          40.0       140.0         0.0      49.4     117.4
      145             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      146             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      147             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      148             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      149             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      150             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      151             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      152             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      153             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      154             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      155             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      156             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      157             292       0   0.009  0.316   1612     1.542          21.3        11.2       169.9      29.3      45.3
      158             280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      159             292       0   0.001  0.218    948     1.834          84.9        84.6       169.5      20.7      38.1
