Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 10615526
n_zero_after_scaled  = 19491581
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0007236858183360586
WPS_scaled min       = -0.8407993101294778
WPS_scaled median    = 4.006433249596706e-17
WPS_scaled max       = 33.28614328428385
