Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 4991183
n_zero_after_scaled  = 22151775
sMAD_WPS min         = 0.03678788506925403
sMAD_WPS median      = 0.04214726131822624
WPS_scaled min       = -0.8942469911753336
WPS_scaled median    = 0.0
WPS_scaled max       = 127.8655189402281
