Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    8   5.024412e+04    28.29%
   2   12   4.053587e+04    22.82%
   3    0   2.676574e+04    15.07%
   4   16   1.836635e+04    10.34%
   5    1   1.206479e+04     6.79%
   6    3   8.044012e+03     4.53%
   7    5   3.627238e+03     2.04%
   8   14   3.254990e+03     1.83%
   9   11   2.532794e+03     1.43%
  10    9   2.372196e+03     1.34%
  11   13   2.330218e+03     1.31%
  12    7   2.165864e+03     1.22%
  13    2   2.005674e+03     1.13%
  14    4   1.767956e+03     1.00%
  15   10   6.045954e+02     0.34%
  16   15   4.711778e+02     0.27%
  17    6   4.506644e+02     0.25%
