Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    7   1.307278e+04    14.20%
   2   10   1.062188e+04    11.54%
   3   23   9.336646e+03    10.14%
   4    5   9.300629e+03    10.10%
   5   24   6.781542e+03     7.37%
   6    6   4.609335e+03     5.01%
   7    0   3.924572e+03     4.26%
   8    3   3.453596e+03     3.75%
   9    1   3.300299e+03     3.59%
  10   19   2.668359e+03     2.90%
  11   22   2.505905e+03     2.72%
  12   14   2.349393e+03     2.55%
  13    8   2.287729e+03     2.49%
  14    2   1.957626e+03     2.13%
  15   16   1.769076e+03     1.92%
  16   15   1.677364e+03     1.82%
  17   12   1.620639e+03     1.76%
  18   20   1.335816e+03     1.45%
  19    9   1.265833e+03     1.38%
  20   21   1.055854e+03     1.15%
  21   26   1.011320e+03     1.10%
  22   18   1.009452e+03     1.10%
  23    4   9.555176e+02     1.04%
  24   17   8.750625e+02     0.95%
  25   28   7.774684e+02     0.84%
  26   11   7.272367e+02     0.79%
  27   25   6.793047e+02     0.74%
  28   13   5.792178e+02     0.63%
  29   29   3.257021e+02     0.35%
  30   27   2.061353e+02     0.22%
