Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   1.278430e+05    88.42%
   2   14   3.225641e+03     2.23%
   3   17   2.644255e+03     1.83%
   4   10   1.910343e+03     1.32%
   5   15   9.741794e+02     0.67%
   6    1   9.306402e+02     0.64%
   7    5   7.548605e+02     0.52%
   8    6   6.953362e+02     0.48%
   9    9   6.662255e+02     0.46%
  10   19   4.397617e+02     0.30%
  11    2   4.206513e+02     0.29%
  12   21   3.900957e+02     0.27%
  13   33   3.851502e+02     0.27%
  14    3   3.004273e+02     0.21%
  15   12   2.822521e+02     0.20%
  16   24   2.820971e+02     0.20%
  17   18   2.558089e+02     0.18%
  18   16   2.069321e+02     0.14%
  19   37   1.776099e+02     0.12%
  20   38   1.677505e+02     0.12%
  21   11   1.606048e+02     0.11%
  22   36   1.494720e+02     0.10%
  23    4   1.381855e+02     0.10%
  24   26   1.240149e+02     0.09%
  25   25   1.223427e+02     0.08%
  26   42   9.956008e+01     0.07%
  27    7   8.930496e+01     0.06%
  28   23   8.100184e+01     0.06%
  29    8   7.014444e+01     0.05%
  30   31   6.856582e+01     0.05%
  31   29   6.771530e+01     0.05%
  32   20   5.076737e+01     0.04%
  33   30   4.679008e+01     0.03%
  34   34   4.570631e+01     0.03%
  35   39   4.566308e+01     0.03%
  36   35   4.397621e+01     0.03%
  37   28   3.953380e+01     0.03%
  38   13   3.832766e+01     0.03%
  39   41   3.489591e+01     0.02%
  40   43   3.437521e+01     0.02%
  41   27   3.158069e+01     0.02%
  42   22   2.278623e+01     0.02%
  43   32   1.954497e+01     0.01%
  44   40   6.352945e+00     0.00%
