method,tag,N,mean_K,std_K,median_K,IQR_K,min_K,max_K,RMSE_K,MAE_K,corr_AWE_SABER,slope_SABER_vs_AWE,intercept,pct_|dT|<=5K,pct_|dT|<=10K,pct_|dT|<=15K
Method 3,m3,13122,-0.007165190009297343,5.07357028297596,-0.042546153,6.09010763675,-26.57085582,50.55293509,5.073382015975167,3.8335470349353753,0.9024070824586432,0.8455339248940369,30.351637606956242,71.80307879896357,95.09983234263069,99.1617131534827
