lat_band_deg,N,mean_K,std_K,median_K,IQR_K,pct_within_10K
-60..-30,2800,-0.10271470928249997,9.169504501231351,0.24808869700000002,11.56198651875,75.14285714285714
-30..0,2872,-0.30693706779178276,9.566288087279771,0.15613515849999998,12.362907780250001,71.90111420612814
0..30,2231,0.24286227147153747,9.18101675353692,0.526421047,11.0989139725,74.98879426266248
30..60,5219,-1.6306919459172253,8.361491696780645,-1.357699953,10.539413726,78.63575397585745
