method,tag,N,mean_K,std_K,median_K,IQR_K,min_K,max_K,RMSE_K,MAE_K,corr_AWE_SABER,slope_SABER_vs_AWE,intercept,pct_|dT|<=5K,pct_|dT|<=10K,pct_|dT|<=15K
Method 2,m2,13122,-1.0831124541417467,5.073660817927603,-0.9977274574999999,6.1572668862499995,-23.53085582,52.34293509,5.187793841071152,3.9512641457910385,0.904609080798274,0.7532062390085993,47.42179787196535,70.27892089620484,94.81024234110654,99.26078341716202
