lat_band_deg,N,mean_K,std_K,median_K,IQR_K,pct_within_10K
-60..-30,2800,0.33059530200964277,5.027117756773878,0.21062158549999999,6.192317075749999,94.89285714285714
-30..0,2872,0.5803258397325906,5.25283161728427,0.619871366,6.74349185875,94.11559888579387
0..30,2231,1.846522724572837,4.733460794695919,1.531486538,5.660526054,95.69699686239355
30..60,5219,-1.304076734846331,4.797073294208268,-1.322368596,5.615500880499999,95.49722168997893
