method,tag,N,mean_K,std_K,median_K,IQR_K,min_K,max_K,RMSE_K,MAE_K,corr_AWE_SABER,slope_SABER_vs_AWE,intercept,pct_|dT|<=5K,pct_|dT|<=10K,pct_|dT|<=15K
Method 4,m4_m0p75,13122,-0.6210860862154397,5.005178122335981,-0.5923617125,6.09608587275,-24.29085582,48.57293509,5.043376529393905,3.839349492001143,0.9059850544519804,0.7740679099716461,43.783665973146924,71.33821063862216,95.29035208047554,99.33699131229994
