roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,out_dir
ROI_22,44.15304183959961,-67.84367370605469,46.522308349609375,24.0,719,86.86175191911532,704,734,31,7,0.8895833333333332,24.2093802785525,4.194808271787167,36.00991828541618,6.347226625094669,1,-4.875000000000005,54.384497995275225,9.423311932097644,0.03417717420768716,AWE\01770\remap85_from_l7a\slice_005\cluster_000_global_00122\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\crest_relative_amplitude_evolution.csv,AWE\01770\remap85_from_l7a\slice_005\cluster_000_global_00122
