Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   4.533769e+03    30.14%
   2    3   2.953536e+03    19.64%
   3    2   1.603099e+03    10.66%
   4    4   1.287632e+03     8.56%
   5    7   8.260228e+02     5.49%
   6   14   6.352137e+02     4.22%
   7   12   4.089452e+02     2.72%
   8   24   3.134192e+02     2.08%
   9    9   3.012697e+02     2.00%
  10    6   2.434936e+02     1.62%
  11   18   2.332725e+02     1.55%
  12    8   1.895707e+02     1.26%
  13    5   1.875911e+02     1.25%
  14   26   1.806575e+02     1.20%
  15   23   1.366371e+02     0.91%
  16   25   1.361504e+02     0.91%
  17   15   1.195795e+02     0.80%
  18   19   1.129769e+02     0.75%
  19    1   1.096080e+02     0.73%
  20   21   9.562903e+01     0.64%
  21   16   8.915161e+01     0.59%
  22   17   6.922517e+01     0.46%
  23   27   4.904803e+01     0.33%
  24   13   4.661370e+01     0.31%
  25   10   4.488225e+01     0.30%
  26   11   3.915725e+01     0.26%
  27   28   3.534594e+01     0.23%
  28   20   3.505935e+01     0.23%
  29   22   2.485258e+01     0.17%
