roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,out_dir
ROI_22,42.8817253112793,-92.26087188720703,97.00357055664062,28.540969848632812,714,67.14596275403254,699,729,31,7,0.7020833333333334,27.902496376635742,5.347342379681308,97.57179930427738,10.241877132619718,-1,26.589285714285715,-49.46938804148908,9.480504955558716,0.011682775922551363,AWE\01771\remap85_from_l7a\slice_004\cluster_001_global_00003\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\crest_relative_amplitude_evolution.csv,AWE\01771\remap85_from_l7a\slice_004\cluster_001_global_00003
