L6A file: awe_l6a_tmp_2024165T2120_03175_v01.nc
L6C file: awe_l6c_q20_2024165T2120_03175_v01.nc
Slice: 6

cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       55        625       0   0.025  0.030    177     1.189           0.0       110.0       110.0      58.7      49.4
       55        629       1   0.006  0.055    191     1.091           7.8       110.0       117.8      58.7      53.8
       55        632       0   0.004  0.030    136     1.542           3.5       110.0       106.5      58.7      38.1
       55        627       1   0.004  0.054    275     1.091          12.6       110.0        97.4      38.1      34.9
       55        616       0   0.003  0.090    372     1.091          27.3       110.0       137.3      58.7      64.0
       55        620       0   0.003  0.033    266     1.000          11.4       110.0        98.6      38.1      38.1
       55        623       0   0.002  0.077    303     1.414          30.0       110.0        80.0      58.7      83.0
       55        609       0   0.001  0.012    163     1.189           7.8       110.0       117.8      58.7      49.4
       55        613       0   0.001  0.037    238     1.834          22.2       110.0       132.2      38.1      69.8
       55        628       0   0.000  0.039    109     2.000          58.0       102.0       160.0      58.7     117.4
       55        614       0   0.000  0.017     91     1.542          40.0       110.0        70.0      58.7      90.5
       55        610       0   0.000  0.001      6     2.181          10.0       110.0       120.0      38.1      83.0
       55        611       0   0.000  0.000      1     3.084          30.0       110.0       140.0      38.1     117.4
       55        612       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        615       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        617       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        618       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        619       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        621       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        622       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        624       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        626       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        630       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       55        631       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
