Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   2.354272e+03    19.26%
   2    3   1.265772e+03    10.36%
   3    4   1.194857e+03     9.78%
   4    2   1.110590e+03     9.09%
   5    0   1.066915e+03     8.73%
   6    5   7.246814e+02     5.93%
   7    7   6.029820e+02     4.93%
   8    8   5.881314e+02     4.81%
   9    9   4.458092e+02     3.65%
  10    6   4.178144e+02     3.42%
  11   14   3.515596e+02     2.88%
  12   13   2.909070e+02     2.38%
  13   11   2.589399e+02     2.12%
  14   16   2.031634e+02     1.66%
  15   12   1.885800e+02     1.54%
  16   19   1.784687e+02     1.46%
  17   17   1.423014e+02     1.16%
  18   23   1.318829e+02     1.08%
  19   15   9.405705e+01     0.77%
  20   20   8.691293e+01     0.71%
  21   10   8.006704e+01     0.66%
  22   26   6.363663e+01     0.52%
  23   18   6.045477e+01     0.49%
  24   30   6.024242e+01     0.49%
  25   32   3.744004e+01     0.31%
  26   22   3.518281e+01     0.29%
  27   21   3.436004e+01     0.28%
  28   27   3.293814e+01     0.27%
  29   31   3.138967e+01     0.26%
  30   33   2.131532e+01     0.17%
  31   29   1.888394e+01     0.15%
  32   28   1.878111e+01     0.15%
  33   25   1.610882e+01     0.13%
  34   24   1.350619e+01     0.11%
