Global cluster power ranking (stitched 4D, clustered once)
rank  kcl      P_abs           P_pct
   1    0   1.720566e+05    63.24%
   2    1   3.749905e+04    13.78%
   3   19   5.580236e+03     2.05%
   4   17   3.662956e+03     1.35%
   5    4   3.378863e+03     1.24%
   6    9   3.195061e+03     1.17%
   7   32   2.361861e+03     0.87%
   8   29   2.037128e+03     0.75%
   9   38   1.983501e+03     0.73%
  10   39   1.919309e+03     0.71%
  11    2   1.810993e+03     0.67%
  12    8   1.787229e+03     0.66%
  13   12   1.681056e+03     0.62%
  14   15   1.624068e+03     0.60%
  15   10   1.595596e+03     0.59%
  16   31   1.587901e+03     0.58%
  17   13   1.543150e+03     0.57%
  18   51   1.505717e+03     0.55%
  19   11   1.495667e+03     0.55%
  20   25   1.282942e+03     0.47%
  21   93   1.090433e+03     0.40%
  22   45   1.031206e+03     0.38%
  23   81   9.817185e+02     0.36%
  24   33   8.961048e+02     0.33%
  25   55   8.267558e+02     0.30%
  26   28   8.172623e+02     0.30%
  27   23   7.274228e+02     0.27%
  28   18   6.780539e+02     0.25%
  29   16   6.664471e+02     0.24%
  30   65   6.241265e+02     0.23%
  31  108   6.232566e+02     0.23%
  32    3   5.578559e+02     0.21%
  33   41   5.303613e+02     0.19%
  34   24   5.185093e+02     0.19%
  35   35   5.080571e+02     0.19%
  36   61   4.595559e+02     0.17%
  37   43   4.403861e+02     0.16%
  38   26   4.316119e+02     0.16%
  39    6   4.269813e+02     0.16%
  40   50   3.637899e+02     0.13%
  41   70   3.424747e+02     0.13%
  42   44   3.211638e+02     0.12%
  43   47   3.180400e+02     0.12%
  44    7   3.167092e+02     0.12%
  45   64   3.154938e+02     0.12%
  46   92   3.056403e+02     0.11%
  47   79   3.011694e+02     0.11%
  48    5   3.003934e+02     0.11%
  49   74   2.957108e+02     0.11%
  50   14   2.809754e+02     0.10%
  51   37   2.560357e+02     0.09%
  52   96   2.454944e+02     0.09%
  53   89   2.448612e+02     0.09%
  54   49   2.434595e+02     0.09%
  55   72   2.381543e+02     0.09%
  56   20   2.242008e+02     0.08%
  57   46   2.235848e+02     0.08%
  58   69   2.211831e+02     0.08%
  59   54   2.084267e+02     0.08%
  60   53   2.078782e+02     0.08%
  61   57   1.899729e+02     0.07%
  62   88   1.776097e+02     0.07%
  63  100   1.621486e+02     0.06%
  64   58   1.585379e+02     0.06%
  65   63   1.532398e+02     0.06%
  66  107   1.519614e+02     0.06%
  67   27   1.502069e+02     0.06%
  68   95   1.465134e+02     0.05%
  69   83   1.362363e+02     0.05%
  70   82   1.177916e+02     0.04%
  71   91   1.173650e+02     0.04%
  72   21   1.095807e+02     0.04%
  73  101   1.090147e+02     0.04%
  74   56   1.068377e+02     0.04%
  75  103   9.987285e+01     0.04%
  76   80   9.728800e+01     0.04%
  77   87   9.617474e+01     0.04%
  78   40   9.482321e+01     0.03%
  79   52   9.216134e+01     0.03%
  80   84   8.314138e+01     0.03%
  81   42   7.543102e+01     0.03%
  82   22   6.921969e+01     0.03%
  83   59   6.808418e+01     0.03%
  84  106   6.576858e+01     0.02%
  85   94   6.568462e+01     0.02%
  86   30   6.546003e+01     0.02%
  87   73   5.547699e+01     0.02%
  88   36   5.187337e+01     0.02%
  89   78   4.687661e+01     0.02%
  90   75   4.550632e+01     0.02%
  91   67   4.460552e+01     0.02%
  92   76   4.411296e+01     0.02%
  93  105   4.402255e+01     0.02%
  94   99   4.401254e+01     0.02%
  95   34   4.399169e+01     0.02%
  96  110   4.140630e+01     0.02%
  97   85   4.022470e+01     0.01%
  98   90   3.957929e+01     0.01%
  99   86   3.915725e+01     0.01%
 100  109   3.836260e+01     0.01%
 101   77   3.602776e+01     0.01%
 102  104   3.586665e+01     0.01%
 103   98   3.489591e+01     0.01%
 104   62   3.211420e+01     0.01%
 105   71   2.822121e+01     0.01%
 106   60   2.334214e+01     0.01%
 107   66   2.278731e+01     0.01%
 108   68   2.228213e+01     0.01%
 109   48   1.817453e+01     0.01%
 110  102   1.506026e+01     0.01%
 111   97   1.243912e+01     0.00%
