Cluster power ranking (clustered only)

name = amp0p25
MIN_AMP = 0.25
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.669294e+04    58.45%
   2    1   1.869547e+03     6.55%
   3    5   1.528949e+03     5.35%
   4    6   1.473943e+03     5.16%
   5    2   1.252199e+03     4.38%
   6    7   9.853919e+02     3.45%
   7   11   8.276352e+02     2.90%
   8   13   6.316094e+02     2.21%
   9    4   5.030712e+02     1.76%
  10    3   4.759477e+02     1.67%
  11   16   3.710823e+02     1.30%
  12   19   3.335295e+02     1.17%
  13   18   3.113610e+02     1.09%
  14    9   2.086933e+02     0.73%
  15   21   1.971805e+02     0.69%
  16   15   1.726944e+02     0.60%
  17   14   1.550321e+02     0.54%
  18   22   1.345360e+02     0.47%
  19   12   1.210174e+02     0.42%
  20   10   9.611518e+01     0.34%
  21   17   7.736529e+01     0.27%
  22    8   4.829122e+01     0.17%
  23   20   4.614964e+01     0.16%
  24   23   4.401254e+01     0.15%
