Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 21060000
n_zero_after_white   = 11912882
n_zero_after_scaled  = 13137689
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0
WPS_scaled min       = -0.6744907594765952
WPS_scaled median    = -5.558357254824807e-17
WPS_scaled max       = 41.93285076828646
