image_index,wavelength_km,wavelength_error_km,angle_deg,angle_error_deg,pt1,pt2,pt3,pt4,pt5,pt6,pt7
0,88.61218875651605,16.055088837378552,86.9202309946819,8.957022604878345,-0.59806950529729,0.09317708867035712,0.7526419252261414,1.0,0.6882793510117902,-0.44153496949544724,-0.44153496949544724
1,88.60534989861229,16.1299825610335,86.8147082772466,8.92382017778921,-0.6034252232934502,0.08912747113700203,0.7515150295952899,0.9989746107048589,0.6928661423037508,-0.42512326358847485,-0.42512326358847485
2,88.65072885917274,16.143125989442616,86.82960122005548,8.912526893992949,-0.6066014728815496,0.0857344460850622,0.7451587124629104,0.9977334377205114,0.6941623380824751,-0.4170843469475344,-0.4170843469475344
3,88.65872334663021,16.15339320321602,86.83233980889295,8.911829557754269,-0.6053151566290048,0.08730714689015695,0.7460370967063259,0.997525793092713,0.6929392170997588,-0.4205384030700253,-0.4205384030700253
4,88.6581923768149,16.155515071915286,86.83698613147196,8.910652110283346,-0.6035848515113237,0.08986360367160873,0.7478118933335127,0.9974643208461125,0.6909529461593273,-0.42614826208147205,-0.42614826208147205
5,88.66201667334565,16.161805681508415,86.84564048741628,8.909692930904063,-0.6014561033984732,0.09293704952674497,0.749971715645682,0.9974165690661878,0.6881880731302381,-0.4351701699734689,-0.4351701699734689
6,88.62168560147941,16.149374750839797,86.87005563529755,8.892739043015986,-0.5957487435259401,0.0979541307492755,0.7525678392552912,0.9974298370231944,0.6864659180772346,-0.4419782014951613,-0.4419782014951613
7,88.62532646233035,16.15359276026434,86.88054920384003,8.890842944090979,-0.5934918353800127,0.10121858691558416,0.7547635641411627,0.9972998950797878,0.6837891542859624,-0.450254920573121,-0.450254920573121
8,88.63139150445392,16.158784307811057,86.88916258356832,8.888528020334226,-0.5922401415387115,0.10304267080609564,0.7560307882278436,0.997149851577352,0.6817125780245654,-0.4569770833555,-0.4569770833555
9,88.62336201731553,16.163548458949776,86.89871750383888,8.885892620871806,-0.589395771534647,0.10654375072872169,0.7583154835910264,0.9972453569196669,0.6795789072241647,-0.4635855558147297,-0.4635855558147297
10,88.61780561224111,16.161666165131198,86.90576773052113,8.882935940828757,-0.5869050194440126,0.11007439936322516,0.7607645968916812,0.9972162577650623,0.6766880999208331,-0.472198278052677,-0.472198278052677
11,88.61282296914621,16.16623647745652,86.92211317913487,8.878740389723305,-0.5856935908066297,0.1120044402707896,0.762168071966909,0.9970415413773059,0.67430793342218,-0.480556584588953,-0.480556584588953
12,88.6104759970027,16.170332862388396,86.92375880797795,8.877738289587066,-0.5841033496471264,0.1142241079156332,0.7636980735978662,0.9970061721962162,0.6726247045273679,-0.48451244607885124,-0.48451244607885124
13,88.61345353351058,16.176101941707927,86.92748842786392,8.876820914528349,-0.5826414821410422,0.11604188076959154,0.7649691242547234,0.9971198821448544,0.6713818444274224,-0.48846419110618344,-0.48846419110618344
14,88.60762115630382,16.176313857474746,86.9306604787725,8.875110580883817,-0.5790666579055981,0.12078769526924615,0.7681763790336928,0.9971382488498721,0.6678125013044345,-0.4997386874765123,-0.4997386874765123
15,88.60498259888645,16.18529454157574,86.93992091207835,8.873036155935807,-0.5768174328825688,0.12350104871596757,0.7699637659735481,0.9972046907203509,0.6658092282446588,-0.5070570165377819,-0.5070570165377819
16,88.59326644328102,16.184355194903,86.94234880816624,8.87328430171052,-0.5749832631800305,0.125900023272568,0.7716480244666162,0.9972888288685915,0.6645826244735071,-0.5124879800712736,-0.5124879800712736
17,88.58869064341089,16.182351716107657,86.95587314981489,8.869982278147551,-0.5741564109613879,0.12740124687410792,0.7727986409562344,0.9971425676946613,0.6625772720815921,-0.5188115729362914,-0.5188115729362914
18,88.63005215013034,16.190805389138745,86.97146242851707,8.878177456647338,-0.5709341866524407,0.13159185319081357,0.7756793157015496,0.9972444513231937,0.6594302962053107,-0.5300137809999612,-0.5300137809999612
19,88.6216540970904,16.19855072135625,86.97971160150291,8.875862940498532,-0.5682584907088142,0.13513975215793095,0.7780928638216595,0.9972517490356176,0.6565838812960194,-0.5397127141055253,-0.5397127141055253
20,88.6174446819272,16.2066840260632,86.98501490087739,8.87365999623133,-0.5660373596469824,0.1380861544855776,0.7800084789874715,0.9969722310693592,0.6537334091033495,-0.5483411425875016,-0.5483411425875016
21,88.61081948975459,16.20959915797171,86.98798486936393,8.870933100716949,-0.5634037082590112,0.14162103146527172,0.7822737317235926,0.9965212049254337,0.6503122604130986,-0.5562117707326596,-0.5562117707326596
22,88.60622804077121,16.21256587032948,86.99587691309894,8.866905158700513,-0.5614581334990241,0.1440935287755749,0.7837883856366983,0.9962026000973554,0.6478876166716965,-0.5638183079257157,-0.5638183079257157
23,88.59953521945833,16.215031355771444,87.00339240284478,8.864700099675396,-0.5600311698464686,0.1460331192225266,0.78505006804734,0.9958835863779374,0.6455414583602703,-0.5711137579502105,-0.5711137579502105
24,88.58951595039548,16.21599099692373,87.01371238349435,8.860764240710147,-0.5546891879033612,0.1507701698033017,0.7873574735770292,0.9954544452648073,0.6428883744016607,-0.5793569141374753,-0.5793569141374753
