cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       19              77       1   0.066  0.573   7624     1.091           7.0        96.0        89.0      20.7      19.0
       20              75       1   0.027  0.182   8756     1.000           5.8        95.7       101.5      24.7      24.7
       21              77       1   0.063  0.437   5212     1.091           5.4        94.1        88.7      17.4      19.0
       22             124       1   0.076  0.165   1764     1.189           0.8       101.5       100.7      22.6      26.9
       23             137       1   0.023  0.265   1448     1.091           9.6        82.6        73.0      16.0      17.4
       24             255       1   0.027  0.169    440     1.000           5.3        44.7        50.0      16.0      16.0
       25              83       1   0.171  0.198   3280     1.091           0.1       125.7       125.6      22.6      24.7
       26              85       1   0.028  0.293   2804     1.091           8.8        81.8        90.6      17.4      19.0
       27              77       1   0.013  0.214   2272     1.091          14.5       103.6        89.1      17.4      19.0
       28             105       1   0.220  0.307   1948     1.189           0.2        99.8       100.0      26.9      32.0
       29              78       1   0.087  0.409  25640     1.091           3.3        97.1        93.8      76.1      83.0
       30              76       1   0.027  0.082   2244     1.091           1.8       110.0       111.8      32.0      29.3
       31              81       0   0.009  0.042    640     2.181           1.2       120.0       118.8      17.4      38.1
       32              90       1   0.055  0.608  24316     1.000          10.1       120.1       130.2      64.0      64.0
       33              96       1   0.065  0.136   1320     1.140           0.8        97.5        98.3      16.0      18.2
       34              75       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35             116       1   0.033  0.211   4328     1.189           4.3        54.3        50.0      64.0      76.1
       36             108       1   0.094  0.376   1036     1.091           2.7        82.7        80.0      26.9      29.3
       37             138       1   0.149  0.154   2260     1.000           0.0       120.0       120.0      41.5      41.5
       38             188       1   0.051  0.151    668     1.091           1.7        61.2        62.9      24.7      26.9
       39             117       0   0.029  0.034    284     1.189           0.0        59.3        59.3      20.7      24.7
       40             250       0   0.073  0.103     68     1.414           0.0        90.0        90.0      20.7      29.3
       41             159       1   0.007  0.075    432     1.091           8.9       100.0       108.9      26.9      24.7
       42             214       0   0.042  0.174   1228     1.414           1.9        86.8        84.9      53.8      38.1
       43             109       1   0.313  0.433   5196     1.189           0.2       110.0       110.2      26.9      22.6
       44              82       0   0.006  0.334   8552     5.657           8.1        71.5        63.3     107.6      19.0
       45             137       1   0.034  0.068    312     1.000           1.0        80.0        79.0      16.0      16.0
       46             178       1   0.177  0.290   1540     1.091           0.5       120.4       120.9      29.3      26.9
