remap,source_csv,roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
remap83,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\04714\remap83\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_52,1.146875,25.36787300740577,3.4882305649480303,51.65627647619931,15.17377573828061,-1,41.767857142857146,-73.46913978628406,10.10243542720902,0.7581972580453554
remap84,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\04714\remap84\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_52,0.875,25.415301946883638,3.434510874365036,51.41500551834432,15.227364518784144,-1,41.80357142857141,-56.1575484937454,7.588881351185369,0.623626343472615
remap85,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\04714\remap85\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_52,0.6031249999999999,25.398532460563697,3.4300364874998133,51.36259019227827,15.219388466233037,-1,41.928571428571445,-38.68305527847847,5.224092819503344,0.5920115346263468
remap86,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\04714\remap86\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_52,0.359375,25.32999950042411,3.4736765759759507,51.28760833776828,15.26177222509273,-1,42.10714285714285,-22.98729436986089,3.1524053522509017,0.6494858862004707
remap87,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\04714\remap87\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_52,0.125,25.276127939084684,3.496622390347249,51.26875912008696,15.215639767530684,-1,2.250000000000026,-7.978575738347437,1.1037318151348638,0.4529404525818688
