L6A file: awe_l6a_tmp_2024165T2120_03175_v01.nc
L6C file: awe_l6c_q20_2024165T2120_03175_v01.nc
Slice: 1

cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        2         23       1   0.353  0.370   2899     1.000           0.0        88.5        88.5      29.3      29.3
        2         25       1   0.119  0.413   1886     1.189           1.9        88.1        90.0      29.3      24.7
        2         34       0   0.073  0.260   3063     1.542           1.3        88.4        89.7      29.3      45.3
        2         26       0   0.045  0.176   2813     1.682           1.3        88.7        90.0      29.3      49.4
        2         28       0   0.044  0.189   3562     2.181           1.0        87.7        86.7      29.3      64.0
        2         31       0   0.040  0.099    949     2.378           0.0        90.0        90.0      29.3      69.8
        2         55       0   0.010  0.041    194     1.000           2.9        90.0        92.9      29.3      29.3
        2         24       0   0.008  0.259   3680     4.000           7.3        87.4        94.7      29.3     117.4
        2         41       0   0.004  0.085    450     2.000          10.0        90.0       100.0      29.3      58.7
        2         36       1   0.004  0.056    299     1.189          12.2        90.0       102.2      29.3      34.9
        2         29       0   0.003  0.185   3338     4.000          14.3        86.0        71.7      29.3     117.4
        2         57       0   0.003  0.101    492     3.084          10.0        90.0        80.0      29.3      90.5
        2         45       0   0.002  0.051    428     2.181          12.2        81.8        69.5      29.3      64.0
        2         49       0   0.001  0.044    290     1.414          20.0        90.0        70.0      29.3      41.5
        2         30       0   0.001  0.049    869     3.668          10.0        90.0        80.0      29.3     107.6
        2         38       0   0.001  0.024    158     2.000          20.0        90.0       110.0      29.3      58.7
        2         42       0   0.000  0.025    223     3.084          20.0        90.0       110.0      29.3      90.5
        2         44       0   0.000  0.014     84     3.668          22.5        82.5        60.0      29.3     107.6
        2         27       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         32       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         33       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         35       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         37       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         39       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         40       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         43       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         46       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         47       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         48       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         50       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         51       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         52       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         53       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         54       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         56       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         58       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         59       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         60       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         61       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         62       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2         63       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         23       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         24       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         25       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         26       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         27       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         28       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         29       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         30       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         31       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         32       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         33       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         34       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         35       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         36       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         37       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         38       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         39       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         40       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         41       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         42       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         43       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         44       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         45       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         46       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         47       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         48       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         49       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         50       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         51       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         52       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         53       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         54       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         55       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         56       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         57       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         58       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         59       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         60       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         61       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         62       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3         63       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        4         26       0   0.095  0.230   4390     1.414           0.7        91.5        92.2      34.9      49.4
        4         34       0   0.087  0.254   3958     1.297           1.2        89.8        88.5      34.9      45.3
        4         23       0   0.086  0.158   2108     1.297           0.4        88.3        88.7      38.1      29.3
        4         31       0   0.046  0.112   1533     2.000           0.2        89.8        90.0      34.9      69.8
        4         25       0   0.038  0.079    819     1.414           0.5        89.5        90.0      34.9      24.7
        4         33       0   0.026  0.047    698     1.297           0.4       100.0       100.4      32.0      24.7
        4         24       0   0.018  0.317   5445     3.084           4.8        90.3        95.1      34.9     107.6
        4         45       0   0.010  0.347   3483     1.834          18.8        89.7        70.9      32.0      58.7
        4         51       1   0.009  0.110   1021     1.091          10.3        98.9        88.6      32.0      29.3
        4         28       0   0.007  0.306   6356     2.594          15.4        90.5        75.1      34.9      90.5
        4         41       0   0.007  0.104    985     1.414           9.8        90.2       100.0      41.5      58.7
        4         30       0   0.006  0.291   5269     3.668          12.2        92.2        80.0      32.0     117.4
        4         63       0   0.005  0.041    382     1.542           4.2       100.0        95.8      32.0      20.7
        4         29       0   0.004  0.319   6294     3.364          20.6        90.6        70.0      34.9     117.4
