Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   5.669593e+04    47.34%
   2    1   2.542047e+04    21.23%
   3    3   9.185898e+03     7.67%
   4    5   6.060826e+03     5.06%
   5   28   2.472681e+03     2.06%
   6    8   1.966861e+03     1.64%
   7    6   1.704885e+03     1.42%
   8   16   1.535428e+03     1.28%
   9    9   1.489622e+03     1.24%
  10    4   1.005682e+03     0.84%
  11   15   9.646587e+02     0.81%
  12    2   9.110385e+02     0.76%
  13   25   8.964313e+02     0.75%
  14   11   6.844983e+02     0.57%
  15   14   6.101558e+02     0.51%
  16   17   4.919507e+02     0.41%
  17   42   4.595356e+02     0.38%
  18   24   4.168850e+02     0.35%
  19   13   4.112364e+02     0.34%
  20   31   3.904536e+02     0.33%
  21   32   3.295156e+02     0.28%
  22   20   3.236825e+02     0.27%
  23    7   3.128233e+02     0.26%
  24   19   2.904844e+02     0.24%
  25   47   2.626164e+02     0.22%
  26   30   2.605030e+02     0.22%
  27   22   2.348142e+02     0.20%
  28   46   1.996205e+02     0.17%
  29   51   1.762464e+02     0.15%
  30   12   1.749101e+02     0.15%
  31   18   1.508396e+02     0.13%
  32   61   1.458277e+02     0.12%
  33   33   1.382302e+02     0.12%
  34   48   1.293409e+02     0.11%
  35   44   1.217067e+02     0.10%
  36   59   1.177915e+02     0.10%
  37   69   1.176485e+02     0.10%
  38   40   1.175957e+02     0.10%
  39   76   1.155637e+02     0.10%
  40   38   1.134914e+02     0.09%
  41   35   1.070707e+02     0.09%
  42   72   1.015207e+02     0.08%
  43   73   9.987525e+01     0.08%
  44   45   9.829977e+01     0.08%
  45   66   9.617474e+01     0.08%
  46   63   9.457174e+01     0.08%
  47   41   8.733765e+01     0.07%
  48   52   8.706397e+01     0.07%
  49   34   8.382242e+01     0.07%
  50   62   7.812896e+01     0.07%
  51   29   7.545118e+01     0.06%
  52   53   7.368089e+01     0.06%
  53   67   7.259087e+01     0.06%
  54   39   6.993013e+01     0.06%
  55   75   6.576858e+01     0.05%
  56   21   6.545987e+01     0.05%
  57   54   5.808330e+01     0.05%
  58   10   5.602935e+01     0.05%
  59   57   5.547698e+01     0.05%
  60   23   5.421625e+01     0.05%
  61   71   5.255049e+01     0.04%
  62   27   5.187337e+01     0.04%
  63   26   4.399169e+01     0.04%
  64   68   3.957929e+01     0.03%
  65   77   3.836260e+01     0.03%
  66   60   3.774147e+01     0.03%
  67   74   3.586665e+01     0.03%
  68   64   3.330626e+01     0.03%
  69   43   3.211420e+01     0.03%
  70   55   3.059229e+01     0.03%
  71   56   2.822120e+01     0.02%
  72   70   2.608257e+01     0.02%
  73   50   2.228213e+01     0.02%
  74   49   2.191862e+01     0.02%
  75   58   2.074792e+01     0.02%
  76   36   2.034813e+01     0.02%
  77   37   1.814558e+01     0.02%
  78   65   1.575718e+01     0.01%
