Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   7.415544e+03    26.04%
   2    3   6.227330e+03    21.87%
   3    6   3.832126e+03    13.46%
   4    1   3.592408e+03    12.62%
   5    2   2.437034e+03     8.56%
   6    4   2.187368e+03     7.68%
   7    5   5.926935e+02     2.08%
   8   14   4.790267e+02     1.68%
   9    7   4.534793e+02     1.59%
  10   10   4.386621e+02     1.54%
  11    9   2.766907e+02     0.97%
  12    8   1.942054e+02     0.68%
  13   11   1.820329e+02     0.64%
  14   12   1.006594e+02     0.35%
  15   13   3.309000e+01     0.12%
  16   16   2.838781e+01     0.10%
  17   15   5.408611e+00     0.02%
