cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      433            1029       0   0.002  0.175   5288     2.000          41.7       131.7        90.0      58.7     117.4
      434            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      435            1032       0   0.000  0.034    664     6.727          78.3         8.3       110.0      16.0     107.6
      436            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      437            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      438            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      439            1031       0   0.000  0.017     56     5.187          20.0       160.0         0.0      17.4      90.5
      440            1029       0   0.001  0.140   2428     5.657          22.2        67.8        90.0      20.7     117.4
      441            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      442            1029       0   0.001  0.313   3180     5.657          79.6       169.6        90.0      20.7     117.4
      443            1031       0   0.001  0.054    308     3.084          29.9        30.0         0.1      29.3      90.5
      444            1031       0   0.000  0.043    256     5.657          60.0       120.0         0.0      16.0      90.5
      445            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      446            1031       0   0.000  0.010     88     4.362          20.0       160.0         0.0      20.7      90.5
      447            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      448            1029       0   0.006  0.254   5776     3.364          11.2       101.2        90.0      34.9     117.4
      449            1029       0   0.014  0.198   3204     3.084           3.6        93.6        90.0      34.9     107.6
      450            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      451            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      452            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      453            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      454            1031       0   0.004  0.018    100     4.000           0.0         0.0         0.0      22.6      90.5
      455            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      456            1029       0   0.001  0.197   2060     6.727          45.4       135.4        90.0      17.4     117.4
      457            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      458            1029       0   0.001  0.049    880     3.084          19.3       109.3        90.0      34.9     107.6
      459            1029       0   0.002  0.177   1916     6.169          12.7        77.3        90.0      19.0     117.4
      460            1032       0   0.000  0.042    828     4.757          58.6        51.4       110.0      22.6     107.6
      461            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      462            1031       0   0.000  0.029    248     3.668          81.6        98.6         0.2      24.7      90.5
      463            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      464            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      465            1029       0   0.006  0.236   2524     5.187           6.5        83.5        90.0      22.6     117.4
      466            1031       0   0.001  0.192   1432     2.828          62.4       117.6         0.0      32.0      90.5
      467            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      468            1031       0   0.006  0.169   2200     1.414          17.8        17.8         0.0      64.0      90.5
      469            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      470            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      471            1031       0   0.000  0.021    152     3.668          20.0       160.0         0.0      24.7      90.5
      472            1031       0   0.000  0.029    116     4.362          78.6       101.7         0.3      20.7      90.5
      473            1031       0   0.000  0.003     16     3.668          22.5       160.0         2.5      24.7      90.5
      474            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      475            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      476            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      477            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      478            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      479            1029       0   0.000  0.052    912     2.828          38.0       128.0        90.0      38.1     107.6
      480            1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      481            1032       0   0.009  0.016    464     1.189           0.5       100.0       100.5      83.0      98.7
      482            1029       0   0.008  0.302   5804     1.189          30.0       120.0        90.0      90.5     107.6
      483            1031       0   0.003  0.169   2184     1.297          39.1       140.9         0.0     117.4      90.5
