Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    2   7.138019e+03    37.96%
   2    0   4.717851e+03    25.09%
   3    5   3.404538e+03    18.10%
   4    3   8.195896e+02     4.36%
   5   12   4.180324e+02     2.22%
   6    1   3.287081e+02     1.75%
   7   16   2.306142e+02     1.23%
   8   14   1.909564e+02     1.02%
   9   10   1.780937e+02     0.95%
  10   28   1.697751e+02     0.90%
  11    4   1.484509e+02     0.79%
  12   13   1.376109e+02     0.73%
  13   26   1.375985e+02     0.73%
  14    6   1.024544e+02     0.54%
  15    7   9.025863e+01     0.48%
  16   11   8.903655e+01     0.47%
  17   22   8.502013e+01     0.45%
  18   20   6.523182e+01     0.35%
  19   15   5.291761e+01     0.28%
  20   29   5.012944e+01     0.27%
  21   18   4.474609e+01     0.24%
  22    8   3.958630e+01     0.21%
  23   30   3.163062e+01     0.17%
  24    9   2.974557e+01     0.16%
  25   24   2.625221e+01     0.14%
  26   17   1.792583e+01     0.10%
  27   23   1.732832e+01     0.09%
  28   19   1.389199e+01     0.07%
  29   27   1.180546e+01     0.06%
  30   25   8.796171e+00     0.05%
  31   21   7.957776e+00     0.04%
