remap,source_csv,roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
remap83,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\05396\remap83\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_31,0.9395833333333332,24.94602939191874,3.880727832749588,10.284583135550022,6.948495009788139,-1,42.41071428571428,-59.18907436739978,9.207745436500758,0.2704079989892157
remap84,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\05396\remap84\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_31,0.6833333333333332,24.94256803792108,3.875064178004796,10.302948373007853,6.948583766484552,-1,42.39285714285715,-43.0406266647628,6.686768994031843,0.2894269322004126
remap85,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\05396\remap85\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_31,0.4395833333333332,24.928254417555117,3.880464280166054,10.300533472676204,6.9470451016549895,-1,42.678571428571416,-27.67183124002592,4.307543997869514,0.2299892845021215
remap86,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\05396\remap86\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_31,0.2145833333333333,24.89427450661712,3.901563637633566,10.304723076947226,6.95176350548015,-1,42.71428571428575,-13.489637385214454,2.114168006503879,0.2583510522348
remap87,C:\Users\domin\juwavelet\New Phase Speed Comparision Notebooks\AWE\05396\remap87\awe_radiance_200km_box_interpolated_frames_cropped\overlays_crests_phase\phase_speed_tables\overall_phase_speed_summary.csv,ROI_31,0.0833333333333333,24.844509525103184,3.928090858183975,10.272012718029394,6.956777229736026,1,-42.87499999999999,5.228221701410602,0.8266184465875366,0.3198295444175874
