Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 3184702
n_zero_after_scaled  = 22321035
sMAD_WPS min         = 0.04644967465364525
sMAD_WPS median      = 0.05593768559463442
WPS_scaled min       = -0.9534416943738611
WPS_scaled median    = 0.0
WPS_scaled max       = 55.65588559326117
