Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1   20   2.326946e+04    15.04%
   2    3   2.266939e+04    14.65%
   3    4   1.576893e+04    10.19%
   4   10   1.555978e+04    10.05%
   5   14   1.472431e+04     9.51%
   6   12   9.942102e+03     6.42%
   7    9   9.297976e+03     6.01%
   8    1   8.818381e+03     5.70%
   9   13   6.929600e+03     4.48%
  10    5   6.781068e+03     4.38%
  11   11   4.387636e+03     2.84%
  12   16   3.582597e+03     2.31%
  13    0   2.882900e+03     1.86%
  14    6   2.849368e+03     1.84%
  15    7   1.386511e+03     0.90%
  16   17   1.347071e+03     0.87%
  17   19   1.088160e+03     0.70%
  18    2   1.043216e+03     0.67%
  19    8   6.713210e+02     0.43%
  20   15   6.553037e+02     0.42%
  21   21   4.583562e+02     0.30%
  22   22   3.480684e+02     0.22%
  23   18   3.040327e+02     0.20%
