Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    1   3.849025e+05    48.00%
   2    0   2.838874e+05    35.40%
   3    2   2.518470e+04     3.14%
   4    3   1.388699e+04     1.73%
   5   10   1.000850e+04     1.25%
   6    7   9.059882e+03     1.13%
   7    6   8.823226e+03     1.10%
   8   24   7.473692e+03     0.93%
   9   16   3.732614e+03     0.47%
  10   12   3.612984e+03     0.45%
  11   15   2.876829e+03     0.36%
  12   18   2.772430e+03     0.35%
  13   39   2.763529e+03     0.34%
  14   14   2.368717e+03     0.30%
  15   22   2.239362e+03     0.28%
  16   17   2.045563e+03     0.26%
  17   26   1.946168e+03     0.24%
  18   36   1.882485e+03     0.23%
  19    9   1.857765e+03     0.23%
  20    5   1.787291e+03     0.22%
  21   27   1.772443e+03     0.22%
  22    4   1.750609e+03     0.22%
  23   31   1.621941e+03     0.20%
  24   19   1.604802e+03     0.20%
  25   13   1.544987e+03     0.19%
  26    8   1.491231e+03     0.19%
  27   35   1.165355e+03     0.15%
  28   38   1.128259e+03     0.14%
  29   21   9.739757e+02     0.12%
  30   50   8.801082e+02     0.11%
  31   58   7.245366e+02     0.09%
  32   37   7.153582e+02     0.09%
  33   45   6.273178e+02     0.08%
  34   44   5.997570e+02     0.07%
  35   61   5.522620e+02     0.07%
  36   20   5.421976e+02     0.07%
  37   23   5.278128e+02     0.07%
  38   97   4.944391e+02     0.06%
  39   51   4.487234e+02     0.06%
  40  105   4.375702e+02     0.05%
  41   43   4.345130e+02     0.05%
  42   34   3.655717e+02     0.05%
  43   11   3.563370e+02     0.04%
  44   56   3.321000e+02     0.04%
  45   25   3.086667e+02     0.04%
  46   48   2.748336e+02     0.03%
  47  126   2.531612e+02     0.03%
  48   32   2.449782e+02     0.03%
  49   93   1.946524e+02     0.02%
  50   28   1.923968e+02     0.02%
  51   87   1.733104e+02     0.02%
  52   72   1.724144e+02     0.02%
  53   40   1.716586e+02     0.02%
  54   73   1.614545e+02     0.02%
  55   88   1.587023e+02     0.02%
  56   92   1.583733e+02     0.02%
  57   30   1.562875e+02     0.02%
  58   98   1.559647e+02     0.02%
  59   74   1.392914e+02     0.02%
  60   76   1.353510e+02     0.02%
  61   60   1.258746e+02     0.02%
  62   59   1.186283e+02     0.01%
  63  122   1.185251e+02     0.01%
  64   49   1.148916e+02     0.01%
  65   99   1.148657e+02     0.01%
  66   53   1.097024e+02     0.01%
  67   54   9.996060e+01     0.01%
  68  133   9.630174e+01     0.01%
  69  132   9.099049e+01     0.01%
  70  119   8.758174e+01     0.01%
  71  100   8.446648e+01     0.01%
  72   78   8.425049e+01     0.01%
  73   29   7.710123e+01     0.01%
  74   85   7.620421e+01     0.01%
  75  121   7.586853e+01     0.01%
  76   64   7.487115e+01     0.01%
  77   52   7.179216e+01     0.01%
  78   33   6.959746e+01     0.01%
  79   41   6.889275e+01     0.01%
  80  136   6.770149e+01     0.01%
  81  147   6.417297e+01     0.01%
  82  167   6.322134e+01     0.01%
  83  177   6.290249e+01     0.01%
  84   42   6.204436e+01     0.01%
  85   55   5.797377e+01     0.01%
  86  140   5.733758e+01     0.01%
  87  144   5.549192e+01     0.01%
  88  151   5.512801e+01     0.01%
  89   84   5.468175e+01     0.01%
  90  111   5.401998e+01     0.01%
  91  199   5.253568e+01     0.01%
  92  176   5.176137e+01     0.01%
  93  131   4.919106e+01     0.01%
  94  108   4.914557e+01     0.01%
  95  168   4.903887e+01     0.01%
  96   63   4.807735e+01     0.01%
  97  156   4.496488e+01     0.01%
  98   47   4.495957e+01     0.01%
  99  180   4.358561e+01     0.01%
 100   69   3.940206e+01     0.00%
 101  175   3.908858e+01     0.00%
 102  109   3.848248e+01     0.00%
 103   81   3.581818e+01     0.00%
 104  127   3.521336e+01     0.00%
 105  103   3.470583e+01     0.00%
 106  203   3.424966e+01     0.00%
 107  129   3.340481e+01     0.00%
 108   94   3.273474e+01     0.00%
 109  102   3.259681e+01     0.00%
 110   80   3.243482e+01     0.00%
 111   62   3.217350e+01     0.00%
 112  146   3.104089e+01     0.00%
 113  120   3.005551e+01     0.00%
 114  117   2.980010e+01     0.00%
 115  110   2.858080e+01     0.00%
 116  104   2.837235e+01     0.00%
 117  128   2.761344e+01     0.00%
 118  201   2.753857e+01     0.00%
 119  192   2.751416e+01     0.00%
 120  171   2.742926e+01     0.00%
 121  118   2.684454e+01     0.00%
 122   95   2.652273e+01     0.00%
 123  165   2.588127e+01     0.00%
 124  193   2.520706e+01     0.00%
 125  145   2.446953e+01     0.00%
 126   96   2.397674e+01     0.00%
 127  115   2.333910e+01     0.00%
 128  191   2.223542e+01     0.00%
 129   46   2.182486e+01     0.00%
 130  149   2.159453e+01     0.00%
 131  179   2.125507e+01     0.00%
 132  124   2.093922e+01     0.00%
 133  169   2.073154e+01     0.00%
 134  205   2.047531e+01     0.00%
 135   68   2.038790e+01     0.00%
 136  166   2.031296e+01     0.00%
 137   89   2.005336e+01     0.00%
 138   65   1.853097e+01     0.00%
 139   71   1.833770e+01     0.00%
 140  190   1.824835e+01     0.00%
 141   57   1.803386e+01     0.00%
 142  116   1.755813e+01     0.00%
 143  130   1.738164e+01     0.00%
 144  185   1.721850e+01     0.00%
 145   90   1.620383e+01     0.00%
 146  113   1.518045e+01     0.00%
 147  155   1.438312e+01     0.00%
 148  172   1.401233e+01     0.00%
 149   91   1.381272e+01     0.00%
 150   75   1.366580e+01     0.00%
 151  163   1.365993e+01     0.00%
 152  112   1.360704e+01     0.00%
 153  161   1.345490e+01     0.00%
 154  139   1.332116e+01     0.00%
 155  114   1.325445e+01     0.00%
 156  125   1.261673e+01     0.00%
 157  150   1.248082e+01     0.00%
 158  138   1.236277e+01     0.00%
 159  186   1.227406e+01     0.00%
 160  101   1.205523e+01     0.00%
 161  181   1.191342e+01     0.00%
 162  170   1.182945e+01     0.00%
 163  137   1.137063e+01     0.00%
 164  183   1.110558e+01     0.00%
 165  160   1.086961e+01     0.00%
 166  195   1.066866e+01     0.00%
 167  158   1.013099e+01     0.00%
 168  157   9.977829e+00     0.00%
 169  184   9.960965e+00     0.00%
 170  196   9.575421e+00     0.00%
 171  106   9.449164e+00     0.00%
 172  143   9.296189e+00     0.00%
 173   66   9.039972e+00     0.00%
 174  164   9.018557e+00     0.00%
 175  141   8.637888e+00     0.00%
 176  198   8.594573e+00     0.00%
 177   86   8.470733e+00     0.00%
 178  123   8.355535e+00     0.00%
 179   83   8.150142e+00     0.00%
 180  200   7.961097e+00     0.00%
 181   70   7.824719e+00     0.00%
 182  182   7.632700e+00     0.00%
 183  107   7.566192e+00     0.00%
 184  187   7.516104e+00     0.00%
 185  202   7.251726e+00     0.00%
 186   79   7.118816e+00     0.00%
 187   82   7.032346e+00     0.00%
 188   67   6.942708e+00     0.00%
 189  134   6.662579e+00     0.00%
 190   77   6.411885e+00     0.00%
 191  154   6.183072e+00     0.00%
 192  152   5.287000e+00     0.00%
 193  194   5.220664e+00     0.00%
 194  174   5.175863e+00     0.00%
 195  148   5.021384e+00     0.00%
 196  162   4.506171e+00     0.00%
 197  153   4.499150e+00     0.00%
