roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,out_dir
ROI_22,48.201969146728516,-86.09721374511719,109.81314849853516,33.941123962402344,526,134.25385559968473,511,541,31,7,0.8333333333333333,29.546836749688037,7.843676658482951,98.31646117895085,7.91485674860572,-1,8.249999999999988,-62.17768676281151,16.506053574248632,14.326100854751433,AWE\01770\remap85_from_l7a\slice_003\cluster_009_global_00012\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22\crest_relative_amplitude_evolution.csv,AWE\01770\remap85_from_l7a\slice_003\cluster_009_global_00012
