Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 8033197
n_zero_after_scaled  = 20155511
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0015241463242691954
WPS_scaled min       = -0.8501146740766251
WPS_scaled median    = 5.5451683562660165e-17
WPS_scaled max       = 109.79962208521161
