cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      104             362       1   0.057  0.068    732     1.189           0.0       160.0       160.0      32.0      38.1
      105             350       1   0.142  0.369   7988     1.000           1.6       137.7       139.3      29.3      29.3
      106             395       1   0.062  0.253   3108     1.000           3.1       166.9       170.0      38.1      38.1
      107             403       1   0.048  0.052    208     1.091           0.0       150.0       150.0      29.3      32.0
      108             353       1   0.073  0.782  33012     1.091           8.9       151.2       160.1     107.6     117.4
      109             350       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      110             366       1   0.075  0.097    468     1.189           0.1       160.1       160.0      24.7      29.3
      111             362       1   0.008  0.102    696     1.189          10.0       150.0       160.0      32.0      38.1
      112             350       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      113             430       0   0.043  0.652   1332     2.000           6.5        20.5        27.0      20.7      41.5
      114             405       0   0.013  0.096    556     2.594           1.9       149.7       147.9      53.8      20.7
      115             352       1   0.412  0.414   6804     1.000           0.0         0.1         0.1      49.4      49.4
      116             418       0   0.005  0.324    544     2.000          31.8        89.0       120.9      17.4      34.9
      117             369       1   0.174  0.189    572     1.091           0.0         0.0         0.0      34.9      32.0
      118             445       0   0.017  0.281    736     2.378           6.0       105.7       111.7      22.6      53.8
      119             372       0   0.013  0.110    616     2.828           2.1       123.3       125.4      19.0      53.8
      120             415       0   0.001  0.142    496     1.682          80.2        89.4         9.2      20.7      34.9
      121             388       0   0.001  0.253   3336     2.594          75.8        90.0        14.2      26.9      69.8
      122             457       1   0.027  0.207    600     1.091           5.9       115.9       110.0      19.0      17.4
      123             412       1   0.058  0.468    672     1.000           7.0       159.4       166.4      16.0      16.0
      124             350       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      125             356       1   0.076  0.091    696     1.189           0.0       170.0       170.0      69.8      58.7
      126             353       1   0.231  0.526  23864     1.091           1.1       161.2       162.2     117.4     107.6
      127             350       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      128             478       1   0.040  0.313   2668     1.000           6.8       102.8        96.0      29.3      29.3
