Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.520647e+03    35.05%
   2    5   4.765700e+02    10.98%
   3    9   3.375981e+02     7.78%
   4    3   2.946758e+02     6.79%
   5   11   2.649650e+02     6.11%
   6    6   2.482996e+02     5.72%
   7    2   2.370284e+02     5.46%
   8    4   2.313077e+02     5.33%
   9    1   2.146096e+02     4.95%
  10    7   1.615443e+02     3.72%
  11    8   1.606694e+02     3.70%
  12   10   1.135783e+02     2.62%
  13   12   7.756149e+01     1.79%
