Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    1   3.493583e+04    13.25%
   2    8   2.670533e+04    10.13%
   3    2   2.422084e+04     9.19%
   4    0   1.969288e+04     7.47%
   5    3   1.861476e+04     7.06%
   6    4   1.826628e+04     6.93%
   7   36   1.323457e+04     5.02%
   8   39   1.251873e+04     4.75%
   9   40   7.113637e+03     2.70%
  10   13   6.852466e+03     2.60%
  11    7   6.549798e+03     2.48%
  12   11   6.396573e+03     2.43%
  13   19   5.940551e+03     2.25%
  14   41   5.401615e+03     2.05%
  15   34   3.876546e+03     1.47%
  16   17   3.807135e+03     1.44%
  17   10   3.524494e+03     1.34%
  18   30   3.401261e+03     1.29%
  19   27   2.941386e+03     1.12%
  20    6   2.897908e+03     1.10%
  21   32   2.813143e+03     1.07%
  22   26   2.761059e+03     1.05%
  23   12   2.547553e+03     0.97%
  24   18   2.458009e+03     0.93%
  25    9   2.432900e+03     0.92%
  26   37   2.174126e+03     0.82%
  27   38   2.121047e+03     0.80%
  28   16   2.064452e+03     0.78%
  29   14   1.896316e+03     0.72%
  30   28   1.796349e+03     0.68%
  31   22   1.762172e+03     0.67%
  32    5   1.752514e+03     0.66%
  33   21   1.723109e+03     0.65%
  34   23   1.700710e+03     0.65%
  35   25   1.660257e+03     0.63%
  36   24   1.529973e+03     0.58%
  37   42   9.489910e+02     0.36%
  38   35   8.664369e+02     0.33%
  39   29   5.764052e+02     0.22%
  40   31   3.472455e+02     0.13%
  41   20   3.228750e+02     0.12%
  42   33   2.862307e+02     0.11%
  43   15   1.982756e+02     0.08%
