Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 21060000
n_zero_after_white   = 9033771
n_zero_after_scaled  = 18330751
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0261043151474199
WPS_scaled min       = -0.6744907594765953
WPS_scaled median    = 0.0
WPS_scaled max       = 170.45511346346112
